Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,,,,,,,,,,,
Daerah,Kabupaten Bantul,,,,,,,,,,,,,,,
Tahun,2014,,,,,,,,,,,,,,,
Kode Organisasi,1.11.01,,,,,,,,,,,,,,,
Organisasi,Badan Kesejahteraan Keluarga Pemberdayaan Perempuan dan Keluarga Berencana,,,,,,,,,,,,,,,
Kolom,7,,,,,,,,,,,,,,,
No. Rekening,Uraian,Sebelum,Sesudah,Angka,Prosentase,Keterangan,,,,,,,,,,
1.11 . 1.11.01 . 02.07 ,Pengadaan Perlengkapan Gedung Kantor ,5669500.00,49469500.00,43800000.00,772.55,Sumber Dana : Dana Alokasi Umum (D A U),,,,,,,,,,
1.11 . 1.11.01 . 02.07 . 5.2.3 ,Belanja Modal ,5669500.00,49469500.00,43800000.00,772.55,,,,,,,,,,,
1.11 . 1.11.01 . 02.07 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,5669500.00,20669500.00,15000000.00,264.57,,,,,,,,,,,
1.11 . 1.11.01 . 02.07 . 5.2.3.11.07 ,Belanja Modal Pengadaan AC ,5669500.00,20669500.00,15000000.00,264.57,"Pengadaan AC
Pengadaan AC untuk ruang server jaring informasi riset daerah1 unit x 5.669.500,00 = 5.669.500,00
Pengadaan AC untuk Ruang Rapat Kepala dan Aula2 unit x 7.500.000,00 = 15.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.07 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,0.00,28800000.00,28800000.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.07 . 5.2.3.26.25 ,Belanja modal pengadaan konstruksi/bangunan konstruksi tempat parkir,0.00,28800000.00,28800000.00,0,"Belanja Modal Pengadaan Tempat Parkir/ Garasi
Pembangunan Tempat Parkir/Garasi50 m x 560.500,00 = 28.025.000,00
Pejabat Pengadaan1 org x 250.000,00 = 250.000,00Pejabat PenerimaKetua1 org x 225.000,00 = 225.000,00
Sekretaris1 org x 175.000,00 = 175.000,00
Anggota1 org x 125.000,00 = 125.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.09 ,Pengadaan Peralatan Gedung Kantor ,70000000.00,55000000.00,-15000000.00,-21.43,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 02.09 . 5.2.3 ,Belanja Modal ,70000000.00,55000000.00,-15000000.00,-21.43,,,,,,,,,,,
1.11 . 1.11.01 . 02.09 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,36000000.00,36000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.09 . 5.2.3.11.02 ,Belanja Modal Pengadaan Almari/rak/etalase ,6000000.00,6000000.00,0.00,0,"Belanja Pengadaan Almari
Almari Kayu2 unit x 3.000.000,00 = 6.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.09 . 5.2.3.11.54 ,Belanja modal Pengadaan teralis ,30000000.00,30000000.00,0.00,0,"Belanja Pengadaan Teralis Besi
Belanja Teralis Besi1 pkt x 30.000.000,00 = 30.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.09 . 5.2.3.12 ,Belanja Modal Pengadaan Komputer ,6000000.00,6000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.09 . 5.2.3.12.03 ,Belanja Modal Pengadaan Komputer Note Book ,6000000.00,6000000.00,0.00,0,"Belanja Pengadaan Note Book
Belanja Laptop Note Book1 unit x 6.000.000,00 = 6.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.09 . 5.2.3.15 ,Belanja Modal Pengadaan Penghias Ruangan Rumah Tangga,13000000.00,13000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.09 . 5.2.3.15.03 ,Belanja Modal Pengadaan gordyn/Vitrage/rell Allmunium,13000000.00,13000000.00,0.00,0,"Belanja Pengadaan Gordyn
Pengadaan Gordyn1 pkt x 13.000.000,00 = 13.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.09 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,15000000.00,0.00,-15000000.00,-100,,,,,,,,,,,
1.11 . 1.11.01 . 02.09 . 5.2.3.26.25 ,Belanja modal pengadaan konstruksi/bangunan konstruksi tempat parkir,15000000.00,0.00,-15000000.00,-100,"Belanja Pengadaan Tempat Parkir
Pembangunan Tempat parkir ( Pengurukan lahan, pembangunan Garasi, paving block )50 meter x 0,00 = 0,00
Pejabat Pengadaan1 org x 0,00 = 0,00
Pejabat Penerima1 org x 0,00 = 0,00",,,,,,,,,,
1.11 . 1.11.01 . 02.22 ,Pemeliharaan Rutin/Berkala Gedung Kantor ,10000000.00,10000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 02.22 . 5.2.2 ,Belanja Barang dan Jasa ,10000000.00,10000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.22 . 5.2.2.20 ,Belanja Pemeliharaan ,10000000.00,10000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.22 . 5.2.2.20.27 ,Belanja pemeliharaan bangunan gedung tempat kerja,10000000.00,10000000.00,0.00,0,"Belanja pemeliharaan bangunan gedung tempat kerja
pengecatan gedung kantor1 pkt x 10.000.000,00 = 10.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.24 ,Pemeliharaan Rutin/Berkala Kendaraan Dinas/Operasional ,280000000.00,280000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 02.24 . 5.2.2 ,Belanja Barang dan Jasa ,280000000.00,280000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.24 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,280000000.00,280000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.24 . 5.2.2.05.01 ,Belanja Jasa Service ,5000000.00,5000000.00,0.00,0,"servis ringan roda 410 frek x 500.000,00 = 5.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.24 . 5.2.2.05.02 ,Belanja Penggantian Suku Cadang ,8000000.00,8000000.00,0.00,0,"penggantian suku cadangpembelian 
suku cadang kendaraan1 th x 8.000.000,00 = 8.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.24 . 5.2.2.05.03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,267000000.00,267000000.00,0.00,0,"belanja bahan bakar minyak gas dan pelumaskendaraan roda 41 ls x 84.030.000,00 = 84.030.000,00
operasional roda 21 ls x 170.000.000,00 = 170.000.000,00
oli mesin roda 430 frek x 125.000,00 = 3.750.000,00
oli gardan12 frek x 100.000,00 = 1.200.000,00
oli prosneleng6 frek x 100.000,00 = 600.000,00
oli mesin roda 2106 frek x 70.000,00 = 7.420.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.29 ,Pemeliharaan Rutin/Berkala Mebeleur ,3000000.00,3000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 02.29 . 5.2.2 ,Belanja Barang dan Jasa ,3000000.00,3000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.29 . 5.2.2.20 ,Belanja Pemeliharaan ,3000000.00,3000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.29 . 5.2.2.20.20 ,Belanja pemeliharaan perlengkapan kantor ,3000000.00,3000000.00,0.00,0,"belanja pemeliharaan perlengkapan kantorservis mebeleur15 bh x 200.000,00 = 3.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 02.30 ,Pemeliharaan Rutin/Berkala Peralatan dan  perlengkapan Kantor ,17500000.00,17500000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (DA U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 02.30 . 5.2.2 ,Belanja Barang dan Jasa ,17500000.00,17500000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.30 . 5.2.2.20 ,Belanja Pemeliharaan ,17500000.00,17500000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 02.30 . 5.2.2.20.18 ,Belanja pemeliharaan alat kantor ,17500000.00,17500000.00,0.00,0,"belanja pemeliharaan alat alat kantor
belanja servis personal komputer dan laptop35 unit x 500.000,00 = 17.500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 05 ,Program Peningkatan Kapasitas Sumber Daya Aparatur,5500000.00,5500000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 05.04 ,Penilaian angka kredit pejabat fungsional ,5500000.00,5500000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 05.04 . 5.2.1 ,Belanja Pegawai ,3750000.00,3750000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 05.04 . 5.2.1.01 ,Honorarium PNS ,3750000.00,3750000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 05.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3750000.00,3750000.00,0.00,0,"honorarium panitia tim penilai akreditasi pejabat fungsional
Ketua Tim2 kgtn x 250.000,00 = 500.000,00
sekertaris tim2 kgtn x 225.000,00 = 450.000,00
anggota tim14 kgtn x 200.000,00 = 2.800.000,00",,,,,,,,,,
1.11 . 1.11.01 . 05.04 . 5.2.2 ,Belanja Barang dan Jasa ,1750000.00,1750000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 05.04 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,650000.00,650000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 05.04 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,650000.00,650000.00,0.00,0,"belanja penggandaan
fotocopy2 keg x 325.000,00 = 650.000,00",,,,,,,,,,
1.11 . 1.11.01 . 05.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1100000.00,1100000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 05.04 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1100000.00,1100000.00,0.00,0,"belanja makan minum rapat pembinaan tekhnis akreditasi pejabat fungsional
snac dan minum rapat110 org x 10.000,00 = 1.100.000,00",,,,,,,,,,
1.11 . 1.11.01 . 06 ,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan,62700000.00,62700000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 06.01 ,Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD ,62700000.00,62700000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.1 ,Belanja Pegawai ,5800000.00,5800000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.1.01 ,Honorarium PNS ,2800000.00,2800000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2800000.00,2800000.00,0.00,0,"honor panitia pelaksana kegiatan
Penanggung jawab2 ok x 225.000,00 = 450.000,00
ketua2 ok x 200.000,00 = 400.000,00
sekertaris2 ok x 175.000,00 = 350.000,00
anggota16 0k x 100.000,00 = 1.600.000,00",,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.1.03 ,Uang Lembur ,3000000.00,3000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.1.03.01 ,Uang Lembur PNS ,3000000.00,3000000.00,0.00,0,"uang lemburuang lembur PNS200 oh x 15.000,00 = 3.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.2 ,Belanja Barang dan Jasa ,56900000.00,56900000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,10745500.00,10745500.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,10745500.00,10745500.00,0.00,0,"Belaja Alat Tulis Kantor
Belanja ATK1 pkt x 10.745.500,00 = 10.745.500,00",,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,8004500.00,8004500.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,8004500.00,8004500.00,0.00,0,"belanja penggandaan /fotocopy
fotocopy1 pkt x 7.604.500,00 = 7.604.500,00
jilid20 bk x 20.000,00 = 400.000,00",,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,36950000.00,36950000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,2300000.00,2300000.00,0.00,0,"belanja makan , minum lembur
makan minum petugas lembur100 oh x 23.000,00 = 2.300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,34650000.00,34650000.00,0.00,0,"belanja makan minum pelaksanaan kegiatan
makan minum pembinaan lengkap1,140 oh x 22.500,00 = 25.650.000,00
makan minum snack rakor pembahasan program BKK PP KB60 oh x 150.000,00 = 9.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,1200000.00,1200000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 06.01 . 5.2.2.34.03 ,Honorarium Petugas Entry Data dan Digital SIG ,1200000.00,1200000.00,0.00,0,"Honorarium Petugas Entry Data
Honorarium Entry Data8 ok x 150.000,00 = 1.200.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15 ,Program Keluarga Berencana ,1689129500.00,1636917000.00,-52212500.00,-3.09,,,,,,,,,,,
1.12 . 1.11.01 . 15.01 ,Penyediaan Pelayanan KB dan Alat Kontrasepsi Bagi Keluarga Miskin ,400000000.00,400000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.1 ,Belanja Pegawai ,2950000.00,2950000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.1.01 ,Honorarium PNS ,2950000.00,2950000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,650000.00,650000.00,0.00,0,"Honorarium Panitia Pelaksana kegiatan
Ketua1 org x 200.000,00 = 200.000,00
Sekretaris1 org x 150.000,00 = 150.000,00
Anggota3 org x 100.000,00 = 300.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,2300000.00,2300000.00,0.00,0,"Honorarium PPKPPK1 org x 575.000,00 = 575.000,00
Panitia PengadaanKetua1 org x 375.000,00 = 375.000,00
Sekretaris1 org x 350.000,00 = 350.000,00
Anggota1 org x 325.000,00 = 325.000,00
Panitia Penerima Barang
Ketua1 org x 250.000,00 = 250.000,00
Sekretaris1 org x 225.000,00 = 225.000,00
Anggota1 org x 200.000,00 = 200.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2 ,Belanja Barang dan Jasa ,397050000.00,397050000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1025000.00,1025000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1025000.00,1025000.00,0.00,0,"Belanja ATKATK1 pkt x 1.025.000,00 = 1.025.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2.02 ,Belanja Bahan/Material ,388700000.00,388700000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2.02.04 ,Belanja Bahan Obat-Obatan ,388700000.00,388700000.00,0.00,0,"Pengadaan Alat dan Obat Kontrasepsi
Pil KB Kombinasi11,000 strip x 0,00 = 0,00
Pil KB0 strip x 19.000,00 = 0,00
Suntik12,000 ampul x 9.200,00 = 110.400.000,00
Implant/susuk300 bh x 250.000,00 = 75.000.000,00
Pil KB untuk ibu menyusui10,700 strip x 19.000,00 = 203.300.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,100000.00,100000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,100000.00,100000.00,0.00,0,"Belanja Penggandaan
Fotocopy dan penjilidan1 pkt x 100.000,00 = 100.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,375000.00,375000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,375000.00,375000.00,0.00,0,"Belanja makan minum rapatminum dan snack ( 5 frek x 10 org)50 org x 7.500,00 = 375.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,6850000.00,6850000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.01 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,6850000.00,6850000.00,0.00,0,"Gol IVTiket2 org x 1.000.000,00 = 2.000.000,00
Penginapan2 org x 500.000,00 = 1.000.000,00
Uang makan2 or x 150.000,00 = 300.000,00
Uang Saku2 or x 400.000,00 = 800.000,00
Transpot lokal2 or x 250.000,00 = 500.000,00
Gol IIITiket1 or x 1.000.000,00 = 1.000.000,00
Penginapan1 or x 500.000,00 = 500.000,00
Uang makan1 or x 150.000,00 = 150.000,00
Uang saku1 or x 350.000,00 = 350.000,00
transpot lokal1 or x 250.000,00 = 250.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.02 ,Pelayanan KIE ,20000000.00,20000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 15.02 . 5.2.1 ,Belanja Pegawai ,850000.00,850000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.02 . 5.2.1.01 ,Honorarium PNS ,850000.00,850000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.02 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,850000.00,850000.00,0.00,0,"Honorarium PNS
Honorarium PPK1 op x 350.000,00 = 350.000,00
Honorarium Pejabat Pengadaan1 op x 300.000,00 = 300.000,00
Honorarium Penerima Barang1 op x 200.000,00 = 200.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.02 . 5.2.2 ,Belanja Barang dan Jasa ,19150000.00,19150000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,275000.00,275000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,275000.00,275000.00,0.00,0,"Belanja ATK1 pkt x 275.000,00 = 275.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.02 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,18625000.00,18625000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.02 . 5.2.2.06.01 ,Belanja Cetak ,18625000.00,18625000.00,0.00,0,"Belanja Cetak
Banner25 bh x 175.000,00 = 4.375.000,00
Leaflet1,500 lbr x 1.000,00 = 1.500.000,00
Poster750 lbr x 5.000,00 = 3.750.000,00
Spanduk100 lbr x 90.000,00 = 9.000.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,250000.00,250000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,250000.00,250000.00,0.00,0,"Belanja makan minum rapat
Makan minum snack10 org x 25.000,00 = 250.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.03 ,Peningkatan Perlindungan Hak Reproduksi  Individu ,10787500.00,10787500.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (DA U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.1 ,Belanja Pegawai ,550000.00,550000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.1.01 ,Honorarium PNS ,550000.00,550000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,550000.00,550000.00,0.00,0,"honor panitia pelaksana kegiatan
honor ketua1 org x 150.000,00 = 150.000,00
honor anggota4 org x 100.000,00 = 400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.2 ,Belanja Barang dan Jasa ,10237500.00,10237500.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,300500.00,300500.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,300500.00,300500.00,0.00,0,"Belanja Alat Tulis Kantor
Belanja ATK1 pkt x 300.500,00 = 300.500,00",,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,537000.00,537000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,537000.00,537000.00,0.00,0,"belanja Penggandaan
fotocopy penggandaan1 pkt x 537.000,00 = 537.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4000000.00,4000000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,4000000.00,4000000.00,0.00,0,"belanja makan dan minum pelaksanaan kegiatan
makan minum pelaksanaan kegiatan160 org x 25.000,00 = 4.000.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,5400000.00,5400000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,1200000.00,1200000.00,0.00,0,"Honorarium Narasumber
Honor Narasumber6 org x 200.000,00 = 1.200.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.03 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,4200000.00,4200000.00,0.00,0,"Honorarium Peserta
Honor Peserta140 org x 30.000,00 = 4.200.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.04 ,Promosi Pelayanan Khiba ,5500000.00,5500000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.1 ,Belanja Pegawai ,550000.00,550000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.1.01 ,Honorarium PNS ,550000.00,550000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,550000.00,550000.00,0.00,0,"Honorarium Panitia Pelaksana Kegiatan
Ketua Tim1 OR x 150.000,00 = 150.000,00
Anggota Tim4 OR x 100.000,00 = 400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.2 ,Belanja Barang dan Jasa ,4950000.00,4950000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,225000.00,225000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,225000.00,225000.00,0.00,0,"Belanja Penggandan/Fotocopy
Penggandaan Materi1 paket x 225.000,00 = 225.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1875000.00,1875000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,1875000.00,1875000.00,0.00,0,"Belanja Makanan Dan Minum
Makan dan Minum75 org x 25.000,00 = 1.875.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,2850000.00,2850000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,600000.00,600000.00,0.00,0,"Honorarium Narasumber
Honor Nasumber3 oh x 200.000,00 = 600.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.04 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,2250000.00,2250000.00,0.00,0,"Honorarium Peserta
Honor Peserta75 org x 30.000,00 = 2.250.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.05 ,Pembinaan Keluarga Berencana ,645472000.00,645472000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 15.05 . 5.2.1 ,Belanja Pegawai ,675000.00,675000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.05 . 5.2.1.01 ,Honorarium PNS ,675000.00,675000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,675000.00,675000.00,0.00,0,"Honorarium Panitia Pelaksana Kegiatan
Ketua Tim1 org x 150.000,00 = 150.000,00
Sekretaris Tim1 org x 125.000,00 = 125.000,00
Anggota Tim4 org x 100.000,00 = 400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.05 . 5.2.2 ,Belanja Barang dan Jasa ,644797000.00,644797000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,272000.00,272000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,272000.00,272000.00,0.00,0,"Belanja ATK1 pkt x 272.000,00 = 272.000,00",,,,,,,,,,
