Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,1528425600,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,1528425600,Bibit Ternak (Sapi Potong betina) "Kel. Lembu Anggorotomo  Dsn 3  Kanoman  Panjatan" "12 ekor x 10.000.000 00 = 120.000.000 00" "Kel. Sinar Waluyo  Jonggrangan  Banaran  Galur" "12 ekor x 10.000.000 00 = 120.000.000 00" "Kel.Tani Makmur  Kaliwinong Lor  Srikyngan  Sentolo" "9 ekor x 10.000.000 00 = 90.000.000 00" "Kel. Margo Mulyo I  Patuk Lor  Tirtorahayu  Glr" "9 ekor x 10.000.000 00 = 90.000.000 00" "Kel. Akur  Pengos A  Gerbosari  Samigaluh" "9 ekor x 10.000.000 00 = 90.000.000 00" "Kel. Gotro  Gayam  Banyuroto  Nanggulan" "9 ekor x 10.000.000 00 = 90.000.000 00" "Kel. Mandiri  Dukuh  Gerbosari  Samigaluh" "5 ekor x 10.000.000 00 = 50.000.000 00" "Kel. Ngudi Rejeki  Dsn IV  Krembangan  Panjatan" "5 ekor x 10.000.000 00 = 50.000.000 00" "Kel. Bojong Wetan  Dk. XI  Bojong  Panjatan" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Bulak Praneman Ds. VII  Depok  Panjatan" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Ngupoyo Bogo  Dk. VIII  Krembangan  Panjatan" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Handayani  Dk. V  Krembangan  Panjatan" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Tani Rejeki  Puyang  Purwoharjo  Samigaluh" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Mitra Muda Lestari  Sayangan  Banjararum  Klbwg" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Ngudi Makmur  Sidakan  Banaran  Galur" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Subur Makmur  Krinjing III  Jatisarono  Nanggulan" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Bina Tani VIII  Samiranan  Nomporejo  Galur" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Lembu Lumintu  Botokan  Jatirejo  Lendah" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Ngudi Rahayu  Bendo  Ngentakrejo  Lendah" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Margo Santoso  Sadang  Tanjungharjo  Nanggulan" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT Surya Sembada  Srandu  Banjarharjo  Kalibawang" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT. Rukun  Ngipikrejo  Banjararum  Kalibawang" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT Ngudi Makmur II  Kanoman  Kulwaru  Wates" "5 ekor x 10.000.000 00 = 50.000.000 00" "KT Ngudi Mulyo  Mrunggi  Sendangsari  Pengasih" "5 ekor x 10.000.000 00 = 50.000.000 00" Panitia penerima/pemeriksa hasil pekerjaan bibit sapi potong Ketua "1 orang/paket x 350.000 00 = 350.000 00" Sekretaris "1 orang/paket x 300.000 00 = 300.000 00" Anggota "3 orang/paket x 250.000 00 = 750.000 00" Pembelian bibit ternak (semen beku) untuk Paguyuban Petugas Inseminasi Buatan (PPIB) di Pengasih Pembelian semen beku ternak "2 400 dosis x 11.000 00 = 26.400.000 00" Administrasi Pengadaan Kertas HVS 70 gram "2 rim x 45.000 00 = 90.000 00" Stopmap Plastik "4 buah x 6.500 00 = 26.000 00" Tinta Printer "1 dos x 36.500 00 = 36.500 00" Ballpoint "3 buah x 2.950 00 = 8.850 00" Biaya penjilidan "2 bendel x 6.500 00 = 13.000 00" Fotocopy "150 lembar x 175 00 = 26.250 00" Pejabat Pengadaan semen beku ternak "1 orang/paket x 250.000 00 = 250.000 00" Pejabat Penerima/Pemeriksa semen beku ternak "1 orang/paket x 175.000 00 = 175.000 00",
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,1675000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,1675000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 28 ,Belanja Hadiah atas Prestasi dan Penghargaan ,9900000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 28 . 01 ,Belanja Hadiah Atas Prestasi ,9900000,,
2.01 . 2.05.02 . 22 . 12 ,Pengembangan Ternak Kecil dan Unggas ,573865050,Sumber Dana :  Lokasi Kegiatan : Lingkup Kabupaten Kulon Progo,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 1 ,Belanja Pegawai ,12470000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 1 . 01 ,Honorarium PNS ,10670000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,10670000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,1800000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,1800000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,561395050,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1213500,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1213500,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,525000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,525000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,4000000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2250000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",1750000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,7145000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,5895000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,1250000,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,548511550,,
2.01 . 2.05.02 . 22 . 12 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,548511550,"Pengembangan Domba utk 1. Kelompok Akur  Pendem  Sidomulyo  Pengasih (pengembangan ternak domba)" Domba Jantan "6 ekor x 1.500.000 00 = 9.000.000 00" Domba betina "30 ekor x 1.200.000 00 = 36.000.000 00" "Pengembangan Domba 2. Kel.  Tani Rejo  Kenteng  Nanggulan (pengembangan ternak domba)" Domba jantan "2 ekor x 1.500.000 00 = 3.000.000 00" Domba betina "10 ekor x 1.200.000 00 = 12.000.000 00" "1. Kelompok Kartika Tani  Sidatan III  Kalidengen  Temon (pengembangan ternak kambing)" Kambing betina "30 ekor x 1.150.000 00 = 34.500.000 00" Kambing jantan "6 ekor x 1.750.000 00 = 10.500.000 00" "2. Kelompok Promag  Gunung Pentul  Karangsari  Pengasih (pengembangan ternak kambing)" Kambing betina "30 ekor x 1.150.000 00 = 34.500.000 00" Kambing jantan "6 ekor x 1.750.000 00 = 10.500.000 00" "3. Kelompok Sumber Rejeki  Dsn III  Bunder  Banaran  Galur (pengembangan ternak kambing)" Kambing Betina "30 ekor x 1.150.000 00 = 34.500.000 00" Kambing jantan "6 ekor x 1.750.000 00 = 10.500.000 00" "4. Kelompok Ngudi Makmur Manunggal I  Bendungan Lor  Wates (pengembangan ternak kambing)" Kambing betina "30 ekor x 1.150.000 00 = 34.500.000 00" Kambing jantan "6 ekor x 1.750.000 00 = 10.500.000 00" "5. Kelompok Sedyo Mulyo  Plarangan  Purwoharjo  Samigaluh (pengembangan ternak kambing)" Kambing betina "30 ekor x 1.150.000 00 = 34.500.000 00" Kambing jantan "6 ekor x 1.750.000 00 = 10.500.000 00" "6. Kelompok Sukur Sehat  Sedan  Sidorejo  Lendah (pengembangan ternak kambing)" Kambing betina "30 ekor x 1.150.000 00 = 34.500.000 00" Kambing jantan "6 ekor x 1.750.000 00 = 10.500.000 00" "7. Kelompok Amor  Duren Sawit  Banjaroyo  Kalibawang (pengembangan ternak kambing)" Kambing betina "30 ekor x 1.150.000 00 = 34.500.000 00" Kambing jantan "6 ekor x 1.750.000 00 = 10.500.000 00" "8. Kelompok Ngudi Laras  RT 16  RW 08  Kriyan  Karangwuni  Wates (pengembangan ternak kambing)" Kambing betina "10 ekor x 1.150.000 00 = 11.500.000 00" Kambing jantan "2 ekor x 1.750.000 00 = 3.500.000 00" "9. KT. Sumber Mulyo  Dusun I  Karangwuni  Wates (pengembangan ternak kambing)" Kambing betina "10 ekor x 1.150.000 00 = 11.500.000 00" Kambing jantan "2 ekor x 1.750.000 00 = 3.500.000 00" "10. KT. Ngudi Lestari  Pantog Wetan  Banjaroyo  Kalibawang (pengembangan ternak kambing)" Kambing betina "10 ekor x 1.150.000 00 = 11.500.000 00" Kambing jantan "2 ekor x 1.750.000 00 = 3.500.000 00" "11. KT. Inti Tani Sejahtera  Kasihan I  Ngentakrejo  Lendah (pengembangan ternak kambing)" Kambing betina "10 ekor x 1.150.000 00 = 11.500.000 00" Kambing jantan "2 ekor x 1.750.000 00 = 3.500.000 00" "12. KT. Ngudi Rahayu  Bendo  Ngentakrejo  Lendah (pengembangan ternak kambing)" Kambing betina "10 ekor x 1.150.000 00 = 11.500.000 00" Kambing jantan "2 ekor x 1.750.000 00 = 3.500.000 00" "13. KT. Jati Makmur  Jati  Banaran  Galur (pengembangan ternak kambing)" Kambing betina "10 ekor x 1.150.000 00 = 11.500.000 00" Kambing jantan "2 ekor x 1.750.000 00 = 3.500.000 00" "1. Kelompok Kompak  Ngrandu  Salamrejo  Sentolo (pengembangan ternak unggas)" Ayam jantan "20 ekor x 150.000 00 = 3.000.000 00" Ayam betina "200 ekor x 100.000 00 = 20.000.000 00" "2. Kelompok Tani Makmur  Dusun I  Pandowan  Galur (pengembangan ternak unggas)" Ayam Jantan "20 ekor x 150.000 00 = 3.000.000 00" Ayam betina "200 ekor x 100.000 00 = 20.000.000 00" "1. Kelompok Sideman Makmur  SIdeman  Giripeni  Wates (pengembangan ternak itik/pedaging)" Bibit itik "400 ekor x 6.875 00 = 2.750.000 00" Pakan "476 kg x 7.700 00 = 3.665.200 00" "2. Kelompok Sri Rahayu III  Pathuk Tengah  Tirtorahayu  Galur  (pengembangan ternak itik)" Itik Betina "100 ekor x 82.500 00 = 8.250.000 00" Itik Jantan "10 ekor x 110.000 00 = 1.100.000 00" "3. Kelompok Sido Rukun  Boro I  Karangsewu  Galur " (pengembangan ternak itik) Itik betina "100 ekor x 82.500 00 = 8.250.000 00" Itik jantan "10 ekor x 110.000 00 = 1.100.000 00" "4. Kelompok Gemah Ripah  Bunder  Banaran  Galur (pengembangan ternak itik/petelur)" Itik betina "100 ekor x 82.500 00 = 8.250.000 00" Itik jantan "10 ekor x 110.000 00 = 1.100.000 00" Administrasi pengadaan: Kertas HVS 70 gram "2 rim x 45.000 00 = 90.000 00" Map plastik "4 buah x 6.500 00 = 26.000 00" Tinta printer "1 dos x 36.500 00 = 36.500 00" Ballpoin "3 buah x 2.950 00 = 8.850 00" Biaya Penjilidan "5 bendel x 6.500 00 = 32.500 00" Fotocopy "300 lembar x 175 00 = 52.500 00" Panitia pemeriksa/penerima Ketua "2 orang/paket x 350.000 00 = 700.000 00" Sekretaris "2 orang/paket x 300.000 00 = 600.000 00" Anggota 3 orang "6 orang/paket x 250.000 00 = 1.500.000 00",
2.01 . 2.05.02 . 31 ,Program Penyediaan Sarana Prasarana Peternakan dan Kesehatan Hewan ,1886253875,,
2.01 . 2.05.02 . 31 . 01 ,Peningkatan Permodalan Usaha Peternakan ,15000000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,
2.01 . 2.05.02 . 31 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,15000000,,
2.01 . 2.05.02 . 31 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,960200,,
2.01 . 2.05.02 . 31 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,960200,,
2.01 . 2.05.02 . 31 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,359800,,
2.01 . 2.05.02 . 31 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,359800,,
2.01 . 2.05.02 . 31 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,9650000,,
2.01 . 2.05.02 . 31 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,3000000,,
2.01 . 2.05.02 . 31 . 01 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",6650000,,
2.01 . 2.05.02 . 31 . 01 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,4030000,,
2.01 . 2.05.02 . 31 . 01 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,4030000,,
2.01 . 2.05.02 . 31 . 03 ,Peningkatan Sarana Usaha Peternakan ,921524000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,7980000,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 1 . 01 ,Honorarium PNS ,7980000,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,7980000,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,913544000,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,852900,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,852900,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,248850,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,248850,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,4500000,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,750000,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",3750000,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,2520000,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,2520000,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,905422250,,
2.01 . 2.05.02 . 31 . 03 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,905422250,Pembangunan jalan produksi kawasan pengembangan peternakan "Kelp. Margo Basuki  Salam Banjarharjo  Kalibawang" "1 unit x 144.000.000 00 = 144.000.000 00" "Kelp. Mantep Makaryo  Soropati  Hargotirto  Kokap" "1 unit x 144.000.000 00 = 144.000.000 00" "Kelp. Sido Rukun  Nglambur  Sidoharjo  Samigaluh" "1 unit x 144.000.000 00 = 144.000.000 00" "Kelp. Sari Makmur  Banaran  Pendoworejo  Girimulyo" "1 unit x 144.000.000 00 = 144.000.000 00" "Kelp. Bangun Rejeki  Sempu  Bumirejo  Lendah" "1 unit x 144.000.000 00 = 144.000.000 00" "Kelp. Ngudi Lestari  Balong VIII  Banjarsari  Samigaluh" "1 unit x 144.000.000 00 = 144.000.000 00" Administrasi Pengadaan Kertas HVS 70 gram folio "3 rim x 45.000 00 = 135.000 00" Refill tinta printer "2 dos x 36.500 00 = 73.000 00" Stopmap plastik "5 buah x 6.500 00 = 32.500 00" Fotocopy "338 lembar x 175 00 = 59.150 00" Jilid sambung biasa tebal "5 buku x 6.500 00 = 32.500 00" sisa "1 - x 100 00 = 100 00" Panitia pemeriksa/penerima pembuatan jalan produksi Ketua "1 orang/paket x 350.000 00 = 350.000 00" Sekretaris "1 orang/paket x 300.000 00 = 300.000 00" Anggota "3 orang/paket x 250.000 00 = 750.000 00" Pejabat pengadaan dan penerima konsutan perencana dan pengawas pembangunan jalan produksi Pejabat pengadaan "1 OB x 250.000 00 = 250.000 00" Pejabat penerima "1 OB x 175.000 00 = 175.000 00" Konsultan Perencana dan Pengawas pembangunan jalan produksi Konsultan perencana "1 paket x 22.765.000 00 = 22.765.000 00" Konsultan pengawas "1 paket x 16.500.000 00 = 16.500.000 00",
2.01 . 2.05.02 . 31 . 04 ,Peningkatan Sarana Kesehatan Hewan ,949729875,Sumber Dana :  Lokasi Kegiatan : Pengasih dan Nanggulan,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 1 ,Belanja Pegawai ,7430000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 1 . 01 ,Honorarium PNS ,7430000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,7430000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,55386875,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,449900,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,449900,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,174475,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,174475,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1125000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,750000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",375000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,8145000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1145000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,7000000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,45492500,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,45492500,Peralatan rumah potong hewan unggas : 1. Kelompok pemotong ayam "Mandiri" Kepek Pengasih Mesin pencabut bulu/drum plucker (DAK Pertanian:22.727.273 DAU: 2.272.727) "5 unit x 5.000.000 00 = 25.000.000 00" "Peralatan rumah potong hewan unggas : 1. Kelompok pemotong ayam ""Mawar"" Gembongan  Sukoreno  Sentolo" Mesin pencabut bulu/drum plucker ( DAK pertanian: 4.545.455 DAU:454.545) "4 unit x 5.000.000 00 = 20.000.000 00" Administrasi pengadaan Pejabat pengadaan peralatan/mesin "1 OB x 250.000 00 = 250.000 00" Pejabat penerima/pemeriksa "1 OB x 175.000 00 = 175.000 00" Fotocopy "200 lembar x 175 00 = 35.000 00" Jilid "5 buku x 6.500 00 = 32.500 00",
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 3 ,Belanja Modal ,886913000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 3 . 49 ,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat ,886913000,,
2.01 . 2.05.02 . 31 . 04 . 5 . 2 . 3 . 49 . 01 ,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Kantor,886913000,Pembangunan/Rehabilitasi/Renovasi Pusat Kesehatan Hewan (DAK Pertanian) "Pembangunan Puskeswan Nanggulan DAK : 331.248.182 -  DAU : 33.124.818 -" "1 unit x 364.373.000 00 = 364.373.000 00" Rehab Puskeswan Pengasih (DAK Pertanian: 204.545.455 DAU:20.454.545) "1 unit x 225.000.000 00 = 225.000.000 00" "Rehab Puskeswan Panjatan (DAK Pertanian: 123.360.000 -  DAU:12.336.000)" "1 unit x 135.696.000 00 = 135.696.000 00" Pembangunan Talud Puskeswan Samigaluh (DAK Pertanian:45.454.545 DAU:4.545.455) "1 unit x 50.000.000 00 = 50.000.000 00" Pembangunan Talud Puskeswan Kokap (DAK Pertanian:40.909.091 DAU:4.090.909) "1 unit x 45.000.000 00 = 45.000.000 00" Administrasi pengadaan Konsultan perencana pembangunan dan rehab puskeswan "1 paket x 40.000.000 00 = 40.000.000 00" Konsultan pengawas pembangunan dan rehab puskeswan "1 paket x 23.500.000 00 = 23.500.000 00" Ketua panitia pemeriksa/penerima pembangunan dan rehab  puskeswan "2 orang /paket x 350.000 00 = 700.000 00" Sekretaris panitia pemeriksa /penerima pembangunan dan rehab puskeswan "2 orang /paket x 300.000 00 = 600.000 00" Anggota panitia pemeriksa/penerima pembangunan dan rehab puskeswan "2 orang /paket x 250.000 00 = 500.000 00" Pejabat pengadaan jasa konsultansi perencana pembangunan  dan rehab puskeswan "1 ob x 250.000 00 = 250.000 00" Pejabat pengadaan jasa konsultansi pengawas pembangunan  dan rehab puskeswan "1 ob x 250.000 00 = 250.000 00" Pejabat penerima/pemeriksa  jasa konsultansi perencana pembangunan dan rehap puskeswan "1 ob x 175.000 00 = 175.000 00" Pejabat penerima/pemeriksa  jasa konsultansi pengawas  pembangunan dan rehab puskeswan "1 ob x 175.000 00 = 175.000 00" Pejabat pengadaan konstruksi pembangunan talud "1 ob x 250.000 00 = 250.000 00" Pejabat penerima konstruksi pembangunan talud "1 ob x 250.000 00 = 250.000 00" ATK dan fotocopy Kertas HVS 70 gram folio "2 rim x 45.000 00 = 90.000 00" Fotocopy "200 lembar x 175 00 = 35.000 00" Jilid "5 buku x 6.500 00 = 32.500 00" Tinta refill printer "1 dos x 36.500 00 = 36.500 00",
2.01 . 2.05.02 . 32 ,Program Peningkatan Mutu dan Pemasaran Hasil Produksi Peternakan ,117513900,,
2.01 . 2.05.02 . 32 . 01 ,Pengembangan Kerjasama Usaha Peternakan ,40075900,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,6420000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,5370000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,5370000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,1050000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,1050000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,33655900,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,437300,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,437300,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,93600,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,93600,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,3600000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,3600000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,1800000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 10 . 01 ,Belanja Sewa Meja Kursi ,255000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 10 . 05 ,Belanja Sewa Tenda ,800000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,600000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 10 . 08 ,Belanja Sewa Panggung ,145000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,6500000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,6500000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,2625000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,2625000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 28 ,Belanja Hadiah atas Prestasi dan Penghargaan ,18600000,,
2.01 . 2.05.02 . 32 . 01 . 5 . 2 . 2 . 28 . 01 ,Belanja Hadiah Atas Prestasi ,18600000,,
2.01 . 2.05.02 . 32 . 03 ,Kesehatan Masyarakat Veteriner ,69224700,Sumber Dana :  Lokasi Kegiatan : Lingkup Kabupaten Kulon Progo,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,29820000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 1 . 01 ,Honorarium PNS ,12950000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,12950000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,15900000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,15900000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 1 . 03 ,Uang Lembur ,970000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,970000,,
