Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,66228000," Belanja makan minum Sneck Sosialisasi PMT 
- ASSneck Sosialisasi600 org x 8.500,00 = 5.100.000,00
Makan Sosialisasi PMT -AS600 org x 20.000,00 = 12.000.000,00
Belanja Makan Minum Sneck Pelatihan petugas masak PMT
 - ASMakan Minum Pelatihan Petugas Masak PMT - AS600 org x 20.000,00 = 12.000.000,00
Sneck Pelatihan Petugas Masak PMT - AS600 org x 7.500,00 = 4.500.000,00
Belanja Makan Minum Sneck dlm rangka Pemantapan Pelaporan
Belanja Sneck dlm Pemantapan Pelaporan576 org x 8.000,00 = 4.608.000,00
Belanja Makan minum dlm rangka Pemantapan Pelaporan576 org x 20.000,00 = 11.520.000,00
Belanja Makan Minum Sneck dalam rangka Rakor PMT 
- ASMakan minum Sneck dalam rangka rakor PMT
 - AS200 org x 20.000,00 = 4.000.000,00
Belanja Makan Minum Sneck dlm rangka Penyelenggaraan Monitoring PMT
 - AS TK Tingkat DIY dan PusatBelanja Makan minum Sneck300 org x 20.000,00 = 6.000.000,00
Belanja Makan minum Sneck dlm rangka Evaluasi Pelaksana Terbaik PMT
 - AS tingkat TKMakan Minum Sneck Evaluasi PMT - AS325 org x 20.000,00 = 6.500.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",51575000,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,21900000," Honorarium Tenaga Ahli/Instruktur/Narasumber
Honor Tenaga Ahli/Instruktur/Narasumber8 JPL x 250.000,00 = 2.000.000,00
Honor Penceramah Sosialisasi PMT - AS
Honor Penceramah Pemantapan Pelaporan34 jpl x 200.000,00 = 6.800.000,00
Honor Tolk Show1 kali x 100.000,00 = 100.000,00Honor Penceramah Sosialisasi28 jpl x 250.000,00 = 7.000.000,00
Honor Pelatihan Petugas Masak24 jpl x 250.000,00 = 6.000.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,29675000," Honor Peserta Pelatihan
Honor Peserta Pelatihan petugas masak525 ok x 30.000,00 = 15.750.000,00
Honor Peserta Pemantapan pelaporan525 ok x 25.000,00 = 13.125.000,00
Honor Petugas Pembersih8 kali x 100.000,00 = 800.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 37  , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat  ,30000000,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 37 . 01  , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat  ,30000000," Hadiah Lomba PMT - AS1 LS x 30.000.000,00 = 30.000.000,00",
1.02 . 1.22.01 . 20 . 06  ," Monitoring, evaluasi dan pelaporan  ",23390000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul",
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 1  , Belanja Pegawai  ,7500000,,
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 1 . 01  , Honorarium PNS  ,7500000,,
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,7500000," Honorarium panitia pelaksana kegiatan
Honor panitia sosialisasi SIP1 BJJ x 250.000,00 = 250.000,00
Honor Tim pendataan posyandu tk kabupaten1 BJJ x 1.750.000,00 = 1.750.000,00H
onor pendataan strata posyandu27 puskesmas x 150.000,00 = 4.050.000,00
Honor pengoperasional SIP12 OB x 100.000,00 = 1.200.000,00
Honor panitia pelatihan kader posyandu1 BJJ x 250.000,00 = 250.000,00",
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,15890000,,
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,900000,,
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,900000," Belanja alat tulis kantor
Belanja ATK Kegiatan1 LS x 900.000,00 = 900.000,00",
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,2340000,,
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,2340000," Belanja penggandaan5,000 lbr x 150,00 = 750.000,00
Belanja penggandaan materi peserta pelatihan kader posyandu1,800 lbr x 150,00 = 270.000,00
Belanja penggandaan form pendataan posyandu8,800 lbr x 150,00 = 1.320.000,00",
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,6675000,,
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,1700000," Belanja makan minum rapat
Belanja snack minum rakor pokjanal200 ok x 8.500,00 = 1.700.000,00",
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,4975000," Belanja makan minum kegiatan
Belanja makan minum snack dalam rangka pelatihan kader posyandu75 ok x 17.000,00 = 1.275.000,00
Belanja makan minum snack dalam rangka sosialisasi SIP100 ok x 17.000,00 = 1.700.000,00
Belanja makan minum snack rakor pokjanal posyandu100 ok x 20.000,00 = 2.000.000,00",
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",5975000,,
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,3000000," Honor narasumber/moderator/tenaga ahli
Honor narasumber sosialisasi SIP6 jpl x 250.000,00 = 1.500.000,00
Honor pelatih kader posyandu6 jpl x 250.000,00 = 1.500.000,00",
1.02 . 1.22.01 . 20 . 06 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,2975000," Honor peserta pelatihan kader posyandu44 ok x 25.000,00 = 1.100.000,00
Honor peserta sosialisasi SIP75 OK x 25.000,00 = 1.875.000,00",
1.06 . 1.22.01 . 21  , Program perencanaan pembangunan daerah  ,8400000,,
1.06 . 1.22.01 . 21 . 32  , Penyusunan Rencana Strategis (Renstra) SKPD  ,4200000," Sumber Dana : 
Lokasi Kegiatan : Kantor PMD",
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 1  , Belanja Pegawai  ,3550000,,
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 1 . 01  , Honorarium PNS  ,3300000,,
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,3300000," Honor Tim Penyusun Renstra1 BJJ x 3.300.000,00 = 3.300.000,00",
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 1 . 03  , Uang Lembur  ,250000,,
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 1 . 03 . 01  , Uang Lembur PNS  ,250000," Uang Lembur penyusunan Renstra1 LS x 250.000,00 = 250.000,00",
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,650000,,
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,150000,,
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,150000," Belanja ATK penyusunan Renstra1 LS x 150.000,00 = 150.000,00",
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,500000,,
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,300000," Belanja Cetak penyusunan Renstra1 LS x 300.000,00 = 300.000,00",
1.06 . 1.22.01 . 21 . 32 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,200000," Belanja penggandaan penyusunan Renstra1 ls x 200.000,00 = 200.000,00",
1.06 . 1.22.01 . 21 . 33  , Penyusunan Rencana Kerja (Renja) SKPD  ,4200000," Sumber Dana :
 Lokasi Kegiatan : Kantor PMD",
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 1  , Belanja Pegawai  ,3550000,,
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 1 . 01  , Honorarium PNS  ,3300000,,
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,3300000," Honor Tim Penyusun Renja1 BJJ x 3.300.000,00 = 3.300.000,00",
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 1 . 03  , Uang Lembur  ,250000,,
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 1 . 03 . 01  , Uang Lembur PNS  ,250000," Uang lenbur Penyusunan Renja
Uang lembur Penyusunan Renja1 LS x 250.000,00 = 250.000,00",
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,650000,,
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,150000,,
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,150000," Belanja ATK Penyusunan Renja1 LS x 150.000,00 = 150.000,00",
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,500000,,
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,300000," Belanja cetak Penyusunan Renja1 LS x 300.000,00 = 300.000,00",
1.06 . 1.22.01 . 21 . 33 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,200000," Belanja penggandaan Penyusunan Renja1 ls x 200.000,00 = 200.000,00",
1.02 . 1.22.01 . 29  , Program peningkatan pelayanan kesehatan anak balita  ,2434596000,,
1.02 . 1.22.01 . 29 . 01  , Penyuluhan kesehatan anak balita  ,1229640000," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul",
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 1  , Belanja Pegawai  ,35250000,,
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 1 . 01  , Honorarium PNS  ,34500000,,
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,34500000," Honor panitia pelaksana kegiatan
Honor Pembinaan posyandu tk desa75 org x 150.000,00 = 11.250.000,00
Honor Pembinaan puskesmas27 org x 250.000,00 = 6.750.000,00
Honor verifikasi SPJ1 BJJ x 5.000.000,00 = 5.000.000,00
Honor panitia sosialisasi posyandu1 BJJ x 960.000,00 = 960.000,00
Honor Tim pelaksana posyandu balita1 BJJ x 8.500.000,00 = 8.500.000,00
Honor Pembinaan posyandu tk kecamatan17 org x 120.000,00 = 2.040.000,00",
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 1 . 03  , Uang Lembur  ,750000,,
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 1 . 03 . 01  , Uang Lembur PNS  ,750000," Uang lembur PNS50 org x 15.000,00 = 750.000,00",
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,1194390000,,
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,3710000,,
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,3710000," Belanja alat tulis kantor
Belanja alat tulis kantor peserta130 ok x 17.000,00 = 2.210.000,00
Belanja alat tulis kantor kegiatan1 LS x 1.500.000,00 = 1.500.000,00",
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,1140000000,,
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 02 . 08  , Belanja Bahan Makanan  ,1140000000," Belanja bahan makanan tambahan posyandu balita1,140 posyandu x 1.000.000,00 = 1.140.000.000,00",
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,400000,,
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 03 . 15  , Belanja Publikasi  ,400000," Belanja publikasi1 paket x 400.000,00 = 400.000,00",
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,4500000,,
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,4500000," Belanja penggandaan
Belanja fotocopi kegiatan10,000 lbr x 150,00 = 1.500.000,00
Belanja fotocopi materi peserta20,000 lbr x 150,00 = 3.000.000,00",
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,34230000,,
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,34230000," Belanja makan minum kegiatan
Belanja minum snack dalam rangka sosialisasi posyandu balita300 ok x 7.500,00 = 2.250.000,00
Belanja makan minum dalam rangka sosialisasi posyandu balita300 ok x 17.000,00 = 5.100.000,00
Belanja makan minum snack pembinaan kader posyandu1,194 ok x 20.000,00 = 23.880.000,00
Belanja makan minum rakor posyandu balita150 ok x 20.000,00 = 3.000.000,00",
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",11550000,,
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli ,3600000," Honor narasumber/tenaga ahli
Honor penceramah sosialisasi posyandu14 jpl x 250.000,00 = 3.500.000,00
Honor narasumber talkshow1 kali x 100.000,00 = 100.000,00",
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,7800000," Honor peserta sosialisasi
Honor peserta sosialisasi posyandu balita260 org x 30.000,00 = 7.800.000,00",
1.02 . 1.22.01 . 29 . 01 . 5 . 2 . 2 . 35 . 06  , Jasa Tenaga Harian Lepas ,150000," Honor Tenaga Harian Lepas
Honor petugas kebersihan6 org x 25.000,00 = 150.000,00",
1.02 . 1.22.01 . 29 . 09  , Pemberian makanan tambahan untuk anak PAUD ,1204956000," Sumber Dana :
Lokasi Kegiatan : kabupaten bantul",
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 1 ,  Belanja Pegawai  ,17810000,,
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 1 . 01  , Honorarium PNS  ,17810000,,
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,17810000," Honor panitia pelaksana kegiatan
HonorFerifikas SPJ PMT PAUD1 BJJ x 5.000.000,00 = 5.000.000,00
Honor Panitia sosialisasi PMT PAUD1 BJJ x 410.000,00 = 410.000,00
Honor Tim Pelaksan PMT PAUD TK. Kab1 BJJ x 9.000.000,00 = 9.000.000,00
Honor Pembinaan PMT - PAUD TK Himpaudi Kec17 org x 200.000,00 = 3.400.000,00",
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,1187146000,,
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,3256200,,
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,3256200," Belanja Alat Tulis Kantor
ATK Peserta75 org x 20.000,00 = 1.500.000,00
ATK Kegiatan1 ls x 1.756.200,00 = 1.756.200,00",
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,1159804800,,
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 02 . 08  , Belanja Bahan Makanan  ,1159804800," Belanja Bahan Makanan Tambahan PMT PAUD828,432 orgxpemb x 1.400,00 = 1.159.804.800,00",
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,3960000,,
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,1200000," Cetak
Belanja Cetak1 paket x 1.200.000,00 = 1.200.000,00",
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,2760000," Belanja Penggandaan
Belanja penggandaan kegiatan11,400 lbr x 150,00 = 1.710.000,00
Belanja penggandaan materi peserta7,000 lbr x 150,00 = 1.050.000,00",
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,15875000,,
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,2125000," Belanja Sneck dan Minum Rapat250 org x 8.500,00 = 2.125.000,00",
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,13750000," Belanja Makan minum Sneck sosialisasi PMT PAUD
Belanja Makan minum sosialisasi PMT PAUD100 org x 20.000,00 = 2.000.000,00
Belanja Sneck Minum Sosialisasi PMT PAUD100 org x 7.500,00 = 750.000,00
Belanja Makan Minum Sneck dalam rangka Rakor PMT PAUD550 org x 20.000,00 = 11.000.000,00",
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",4250000,,
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,2000000," Honor Tenaga Ahli /Narasumber/Instruktur
Honor Sosialisasi PMT PAUD8 JPL x 250.000,00 = 2.000.000,00",
1.02 . 1.22.01 . 29 . 09 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,2250000," Honorarium Harian
Uang Hadir peserta Sosialisasi PMT PAUD75 org x 30.000,00 = 2.250.000,00",
1.03 . 1.22.01 . 30  , Program pembangunan infrastruktur perdesaan  ,200000000,,
1.03 . 1.22.01 . 30 . 04  , Pembangunan pasar perdesaan  ,200000000, Sumber Dana : ,
1.03 . 1.22.01 . 30 . 04 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,200000000,,
1.03 . 1.22.01 . 30 . 04 . 5 . 2 . 2 . 23  , Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga  ,200000000,,
1.03 . 1.22.01 . 30 . 04 . 5 . 2 . 2 . 23 . 01  , Belanja Barang Yang Akan Diserahkan Kepada Masyarakat  ,200000000," Belanja Rehab Pasar Klitikan, Desa Pleret Kecamatan Pleret Kabupaten Bantul
Belanja penggandaan1 LS x 600.000,00 = 600.000,00
Belanja makan minum rapat50 oh x 28.500,00 = 1.425.000,00
Belanja snack makan minum Monev20 oh x 28.500,00 = 570.000,00
Belanja ATK kegiatan1 LS x 530.000,00 = 530.000,00
Biaya dokumentasi1 ls x 200.000,00 = 200.000,00
Belanja bahan bakar minyak1 LS x 2.500.000,00 = 2.500.000,00
Honor Pejabat PPKom1 ORG x 350.000,00 = 350.000,00
Honor Pejabat pengadaan barang dan jasa1 ORG x 300.000,00 = 300.000,00
Honor Penerima dan pemeriksa pengadaan barang dan jasa1 BJJ x 525.000,00 = 525.000,00
Belanja rehab pasar desa1 unit x 190.000.000,00 = 190.000.000,00
Belanja perencanaan rehab pasar desa1 unit x 2.000.000,00 = 2.000.000,00
Belanja pengawasanan rehab pasar desa1 unit x 1.000.000,00 = 1.000.000,00",
,SURPLUS / (DEFISIT) ,-9453975600,,
