Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.01 . 1.01.01 . 05.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,500000,500000,0,0,"Belanja makan minum rapatMakan Minum Rapat50 org x 10.000,00 = 500.000,00"
1.01 . 1.01.01 . 05.09 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,1875000,1875000,0,0,"Belanja makan minum lemburMML125 ol x 15.000,00 = 1.875.000,00"
1.01 . 1.01.01 . 05.09 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,141100000,141100000,0,0,"Makan Minum KegiatanMakan Minum Kegiatan Sosialisasi sertifikasi4150 X 4 X Rp. 8.500,-16,600 Org x 8.500,00 = 141.100.000,00"
1.01 . 1.01.01 . 05.09 . 5.2.2.15 ,Belanja Perjalanan Dinas ,3380000,3380000,0,0,
1.01 . 1.01.01 . 05.09 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3380000,3380000,0,0,"Belanja Perjalanan Dinas Dalam Daerah1 Ls x 3.380.000,00 = 3.380.000,00"
1.01 . 1.01.01 . 05.09 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,24000000,24000000,0,0,
1.01 . 1.01.01 . 05.09 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,24000000,24000000,0,0,"Honor Nara Sumber Sosialisasi Sertifikasi
Honor narasumber sosialisasi sertifikasi96 jpl x 250.000,00 = 24.000.000,00"
1.01 . 1.01.01 . 05.11 ,Evaluasi Kinerja Kepala Sekolah ,0,60775000,60775000,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 05.11 . 5.2.1 ,Belanja Pegawai ,0,14800000,14800000,0,
1.01 . 1.01.01 . 05.11 . 5.2.1.01 ,Honorarium PNS ,0,11400000,11400000,0,
1.01 . 1.01.01 . 05.11 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,0,11400000,11400000,0,"HONOR tim Kinerja Kepala Sekolah1 BJJ x 11.400.000,00 = 11.400.000,00"
1.01 . 1.01.01 . 05.11 . 5.2.1.03 ,Uang Lembur ,0,3400000,3400000,0,
1.01 . 1.01.01 . 05.11 . 5.2.1.03.01 ,Uang Lembur PNS ,0,3400000,3400000,0,"Uang lembur Kegiatan evaluasi Kinerja Kepala SekolahUang Lembur1 Ls x 3.400.000,00 = 3.400.000,00"
1.01 . 1.01.01 . 05.11 . 5.2.2 ,Belanja Barang dan Jasa ,0,45975000,45975000,0,
1.01 . 1.01.01 . 05.11 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,0,3612500,3612500,0,
1.01 . 1.01.01 . 05.11 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,0,3612500,3612500,0,"Belanja Alat Tulis Kantor Kegiatan evaluasi Kinerjan Kepala \sekolahBelanja ATK1 Ls x 3.612.500,00 = 3.612.500,00"
1.01 . 1.01.01 . 05.11 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,0,5000000,5000000,0,
1.01 . 1.01.01 . 05.11 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,0,5000000,5000000,0,"Belanja Penggandaan/ fotocopy40,000 lembar x 125,00 = 5.000.000,00"
1.01 . 1.01.01 . 05.11 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,0,17662500,17662500,0,
1.01 . 1.01.01 . 05.11 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,0,4725000,4725000,0,"Belanja makan Minum Rapat Kegiatan Evaluasi Kinerja Kepala Sekolah
Belanja makan Minum rapat270 Orang x 17.500,00 = 4.725.000,00"
1.01 . 1.01.01 . 05.11 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,0,3937500,3937500,0,"belanja Makan Minum Lembur Kegiatan Evaluasi Kinerja Kepala Sekolah
Belanja Makan Minum Lembur225 Oh x 17.500,00 = 3.937.500,00"
1.01 . 1.01.01 . 05.11 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,0,9000000,9000000,0,"Belanja makan Minum Kegiatan Evaluasi Kinerja Kepala Sekolah
Belanja Makan dan  Minum Kegiatan360 orang x 17.500,00 = 6.300.000,00
belanja Snak dan Minum  Kegiatan360 Orang x 7.500,00 = 2.700.000,00"
1.01 . 1.01.01 . 05.11 . 5.2.2.15 ,Belanja Perjalanan Dinas ,0,19700000,19700000,0,
1.01 . 1.01.01 . 05.11 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,0,19700000,19700000,0,"Perjalanan Dinas Dalam daerah Ke Kecamatan/DaerahPerjalanan dinas1 Ls x 19.700.000,00 = 19.700.000,00"
1.01 . 1.01.01 . 06 ,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan,40500000,40500000,0,0,
1.01 . 1.01.01 . 06.01 ,Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,35500000,35500000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 06.01 . 5.2.1 ,Belanja Pegawai ,17750000,17750000,0,0,
1.01 . 1.01.01 . 06.01 . 5.2.1.01 ,Honorarium PNS ,5000000,5000000,0,0,
1.01 . 1.01.01 . 06.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,5000000,5000000,0,0,"Honorarium Tim Verifikasi Barang Milik DaerahHonor TIm Verifikasi1 Bjj x 5.000.000,00 = 5.000.000,00"
1.01 . 1.01.01 . 06.01 . 5.2.1.03 ,Uang Lembur ,12750000,12750000,0,0,
1.01 . 1.01.01 . 06.01 . 5.2.1.03.01 ,Uang Lembur PNS ,12750000,12750000,0,0,"Uang Lembur850 Ol x 15.000,00 = 12.750.000,00"
1.01 . 1.01.01 . 06.01 . 5.2.2 ,Belanja Barang dan Jasa ,17750000,17750000,0,0,
1.01 . 1.01.01 . 06.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,5000000,5000000,0,0,
1.01 . 1.01.01 . 06.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,5000000,5000000,0,0,"Belanja ATKATK1 LS x 5.000.000,00 = 5.000.000,00"
1.01 . 1.01.01 . 06.01 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,4250000,4250000,0,0,
1.01 . 1.01.01 . 06.01 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,4250000,4250000,0,0,"Foto copy34,000 lb x 125,00 = 4.250.000,00"
1.01 . 1.01.01 . 06.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,8500000,8500000,0,0,
1.01 . 1.01.01 . 06.01 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,8500000,8500000,0,0,"Makan minum lembur
Makan Miunim Lembur850 OL x 10.000,00 = 8.500.000,00"
1.01 . 1.01.01 . 06.08 ,"Penyusunan Laporan Keuangan, Barang, Kepegawaian, dan Ketatausahaan",5000000,5000000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 06.08 . 5.2.1 ,Belanja Pegawai ,1300000,1300000,0,0,
1.01 . 1.01.01 . 06.08 . 5.2.1.03 ,Uang Lembur ,1300000,1300000,0,0,
1.01 . 1.01.01 . 06.08 . 5.2.1.03.01 ,Uang Lembur PNS ,1300000,1300000,0,0,"Lembur PNSGolongan III dan IV60 ol x 15.000,00 = 900.000,00
Golongan II40 ol x 10.000,00 = 400.000,00"
1.01 . 1.01.01 . 06.08 . 5.2.2 ,Belanja Barang dan Jasa ,3700000,3700000,0,0,
1.01 . 1.01.01 . 06.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,475000,475000,0,0,
1.01 . 1.01.01 . 06.08 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,475000,475000,0,0,"Belanja ATK
ATK Kegiatan1 LS x 475.000,00 = 475.000,00"
1.01 . 1.01.01 . 06.08 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1250000,1250000,0,0,
1.01 . 1.01.01 . 06.08 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1250000,1250000,0,0,"Foto copyFoto copi/penggandaan10,000 lbr x 125,00 = 1.250.000,00"
1.01 . 1.01.01 . 06.08 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1975000,1975000,0,0,
1.01 . 1.01.01 . 06.08 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,225000,225000,0,0,"Makan Minum RapatMinum Snak rapat30 or x 7.500,00 = 225.000,00"
1.01 . 1.01.01 . 06.08 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,1750000,1750000,0,0,"Makan minum lembur100 ol x 17.500,00 = 1.750.000,00"
1.01 . 1.01.01 . 16 ,Program Wajib Belajar Pendidikan Dasar Sembilan Tahun,48360795120,61929193574,13568398454,28.06,
1.01 . 1.01.01 . 16.12 ,Pembangunan Pepustakaan Sekolah SD ,877075000,877075000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kab Bantul"
1.01 . 1.01.01 . 16.12 . 5.2.1 ,Belanja Pegawai ,600000,600000,0,0,
1.01 . 1.01.01 . 16.12 . 5.2.1.01 ,Honorarium PNS ,600000,600000,0,0,
1.01 . 1.01.01 . 16.12 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,600000,600000,0,0,"HR PPKHR PPK4 bl x 150.000,00 = 600.000,00"
1.01 . 1.01.01 . 16.12 . 5.2.2 ,Belanja Barang dan Jasa ,2625000,2625000,0,0,
1.01 . 1.01.01 . 16.12 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2625000,2625000,0,0,
1.01 . 1.01.01 . 16.12 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2625000,2625000,0,0,"MMR150 or x 17.500,00 = 2.625.000,00"
1.01 . 1.01.01 . 16.12 . 5.2.3 ,Belanja Modal ,873850000,873850000,0,0,
1.01 . 1.01.01 . 16.12 . 5.2.3.13 ,Belanja Modal Pengadaan Mebeulair ,92800000,92800000,0,0,
1.01 . 1.01.01 . 16.12 . 5.2.3.13.12 ,Belanja modal pengadaan meubelair ruang perpustakaan,92800000,92800000,0,0,"Belanja Modal Meubelair Perpustakaan
Belanja Mebelair Perpustakaan7 unit x 13.000.000,00 = 91.000.000,00
HR Pejabat Pengadaan1 ls x 300.000,00 = 300.000,00
HR Tim Penerima Barang1 bjj x 1.500.000,00 = 1.500.000,00"
1.01 . 1.01.01 . 16.12 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,781050000,781050000,0,0,
1.01 . 1.01.01 . 16.12 . 5.2.3.26.16 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Pendidikan,781050000,781050000,0,0,"Belanja Modal Gedung Perpustakaan
Belanja Modal Gedung Perpustakaan SD
7 unit x 102.000.000,00 = 714.000.000,00
Belanja Konsultansi Perencanaan
1 ls x 30.000.000,00 = 30.000.000,00
Belanja Konsultnasi Pengawasan
1 ls x 20.000.000,00 = 20.000.000,00
TPK Panitia Pengadaan Barang/Jasa
1 bjj x 3.925.000,00 = 3.925.000,00
TPK PPHP
1 bjj x 1.500.000,00 = 1.500.000,00
TPK TSP
1 bjj x 1.500.000,00 = 1.500.000,00
TPK PengawasLapangan
1 bjj x 5.000.000,00 = 5.000.000,00
Belanja ATK
1 ls x 2.000.000,00 = 2.000.000,00
Belanja Penggandaan
25,000 lbr x 125,00 = 3.125.000,00"
1.01 . 1.01.01 . 16.70 ,"Pembinaaan Minat, Bakat, dan Kreativitas Siswa ",235700000,252622333,16922333,7.18,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.70 . 5.2.1 ,Belanja Pegawai ,15495000,15495000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.1.01 ,Honorarium PNS ,15495000,15495000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,15495000,15495000,0,0,"Honorarium Panitia Pelaksana Kegiatan
Panitia Lomba Dokter Kecil
1 bjj x 1.500.000,00 = 1.500.000,00
Pembina Lomba Dokter Kecil
16 oh x 50.000,00 = 800.000,00
Tim Penyusun Naskah Lomba Dokter Kecil
10 oh x 75.000,00 = 750.000,00
Panitia Lomba Gugus SD
1 Bjj x 1.550.000,00 = 1.550.000,00
Pembina Lomba Gugus SD
26 oh x 50.000,00 = 1.300.000,00
Panitia Lomba Kreatifitas SD-Kreativitas
1 bjj x 3.000.000,00 = 3.000.000,00
Pembina Lomba Kreatifitas SD
10 oh x 50.000,00 = 500.000,00
Panitia Lomba Perpustakaan SD
1 bjj x 1.550.000,00 = 1.550.000,00
Pembina Lomba Perpustakaan SD
12 oh x 50.000,00 = 600.000,00
Panitia Olimpiade MIPA/IPS SD
1 bjj x 1.495.000,00 = 1.495.000,00
Penyusun Naskah Olimpiade MIPA/IPS SD
12 oh x 75.000,00 = 900.000,00
Panitia Lomba Olah Raga SD
1 bjj x 1.550.000,00 = 1.550.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2 ,Belanja Barang dan Jasa ,220205000,237127333,16922333,7.68,
1.01 . 1.01.01 . 16.70 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,3041000,3041000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,3041000,3041000,0,0,"ATK
ATK Dr kecil
1 ls x 450.000,00 = 450.000,00
ATK Gugus
1 ls x 500.000,00 = 500.000,00
ATK Kreatifitas
1 ls x 500.000,00 = 500.000,00
ATK Lomba perpustakaan
1 ls x 450.000,00 = 450.000,00
ATK Lomba Olimpiade MIPA/ IPS SD
1 ls x 450.000,00 = 450.000,00
ATK Kegiatan O2SN
1 ls x 691.000,00 = 691.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.02 ,Belanja Bahan/Material ,11540000,11540000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.02.07 ,Belanja Cindera Mata ,10800000,10800000,0,0,"Belanja Tropy
Lomba dr kecil
5 buah x 40.000,00 = 200.000,00
Lomba Gugus
1 set x 200.000,00 = 200.000,00
Lomba kreatifitas
13 set x 250.000,00 = 3.250.000,00
Lomba Perpustakaan
1 set x 400.000,00 = 400.000,00
Lomba olimpiade MIPA/IPS SD
3 set x 250.000,00 = 750.000,00
Lomba OR SD
24 set x 250.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.02.12 ,Belanja alat-alat/perlengkapan ,740000,740000,0,0,"Belanja Perlengkapan OR
Perlengkapan Lomba O2SN1 ls x 740.000,00 = 740.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.03 ,Belanja Jasa Kantor ,2150000,2150000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.03.13 ,Belanja Dokumentasi ,1200000,1200000,0,0,"DokumentasiDokter kecil1 ls x 200.000,00 = 200.000,00
Gugus SD1 ls x 200.000,00 = 200.000,00
Kreatifitas1 ls x 200.000,00 = 200.000,00
Perpustakaan1 ls x 200.000,00 = 200.000,00
Olimpiade MIPA/ IPS SD1 ls x 200.000,00 = 200.000,00
Olah raga1 ls x 200.000,00 = 200.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.03.14 ,Belanja Dekorasi ,150000,150000,0,0,"Dekorasi
Dekorasi kreatifitas SD1 ls x 150.000,00 = 150.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.03.15 ,Belanja Publikasi ,800000,800000,0,0,"Belanja Publikasi
Belanja Publikasi melalui media Elektronik2 kali x 400.000,00 = 800.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,3170000,3170000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.06.01 ,Belanja Cetak ,720000,720000,0,0,"Belanja cetakDokter kecil70 lb x 2.000,00 = 140.000,00
Kreatifitas SD50 lb x 2.000,00 = 100.000,00
Olimpiade MIPA/ IPS SD30 lb x 2.000,00 = 60.000,00
Gugus SD10 lb x 2.000,00 = 20.000,00
OR SD200 lb x 2.000,00 = 400.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,2450000,2450000,0,0,"Foto copyLomba dr kecil2,000 lb x 125,00 = 250.000,00
Gugus SD3,640 lb x 125,00 = 455.000,00
LOmba Kreatifitas3,000 lb x 125,00 = 375.000,00
Perpustakaan2,500 lb x 125,00 = 312.500,00
MIPA/ IPS SD5,000 lb x 125,00 = 625.000,00
OR SD3,460 lb x 125,00 = 432.500,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,3200000,3200000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,3200000,3200000,0,0,"Belanja Sewa TempatKreatifitas SD1 keg x 500.000,00 = 500.000,00
Olimpiade MIPA/ IPS SD1 keg x 300.000,00 = 300.000,00
Lomba O2SN8 keg x 300.000,00 = 2.400.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,9250000,9250000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,9250000,9250000,0,0,"Sewa Mobilitas Darat
Lomba Gugus SD
1 ls x 3.400.000,00 = 3.400.000,00
Lomba Kreatifitas
1 ls x 500.000,00 = 500.000,00
Perpustakaan
1 ls x 3.400.000,00 = 3.400.000,00
Lomba MIPA / IPS SD
1 ls x 700.000,00 = 700.000,00
Lomba dr kecil
1 ls x 500.000,00 = 500.000,00
Lomba O2SN
1 ls x 750.000,00 = 750.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,1050000,1050000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.10.07 ,Belanja Sewa Sound System ,300000,300000,0,0,"Sewa soundsistem
Sewa sound system Dokter Kecil1 ls x 300.000,00 = 300.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.10.13 ,Belanja sewa peralatan dan perlengkapan kegiatan ,750000,750000,0,0,"Sewa PeralatanLomba kreatifitas1 ls x 500.000,00 = 500.000,00
Olimpiade MIPA/ IPS SD1 ls x 250.000,00 = 250.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,22565000,22565000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3465000,3465000,0,0,"MMR
Dr Kecil
70 dos x 7.000,00 = 490.000,00
Gugus
45 dos x 7.000,00 = 315.000,00
Kreatifitas
70 dos x 7.000,00 = 490.000,00
Perpustakaan
40 dos x 7.000,00 = 280.000,00
Olimpiade MIPA/ IPS SD
70 dos x 7.000,00 = 490.000,00
ORSD
200 dos x 7.000,00 = 1.400.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,19100000,19100000,0,0,"Makan minum kegiatan
dr kecil
150 dos x 12.500,00 = 1.875.000,00
Gugus
120 dos x 12.500,00 = 1.500.000,00
KIreatifitAS
300 dos x 12.500,00 = 3.750.000,00
Perpust
100 dos x 12.500,00 = 1.250.000,00
Olimpiade MIPA/ IPS SD
180 dos x 12.500,00 = 2.250.000,00
OR
340 dos x 12.500,00 = 4.250.000,00
TC OR
138 dos x 12.500,00 = 1.725.000,00
Pembinaan Olimpiade MIPA-IPS
200 dos x 12.500,00 = 2.500.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.14 ,Belanja Pakaian Khusus Dan Hari-Hari Tertentu ,8750000,8750000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.14.04 ,Belanja Pakaian Olahraga ,8750000,8750000,0,0,"Belanja Pakaian seragam atlet dan pendamping70 stel x 125.000,00 = 8.750.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.15 ,Belanja Perjalanan Dinas ,35519000,35519000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,35519000,35519000,0,0,"Lomba FLSN
Perjalanan Dinas
3 op x 1.700.000,00 = 5.100.000,00
Tiket Perjalanan PP
1 LS x 4.550.000,00 = 4.550.000,00
Lomba Olimpiade MIPA dan IPS
Perjalanan Dinas
6 op x 1.245.000,00 = 7.470.000,00
Tiket Perjalanan
2 ls x 1.200.000,00 = 2.400.000,00
Lomba O2SN
Perjalanan DInas
6 op x 1.700.000,00 = 10.200.000,00
Tiket Perjalanan
2 pp x 2.899.500,00 = 5.799.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,52670000,52670000,0,0,
1.01 . 1.01.01 . 16.70 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,240000,240000,0,0,"HR NarasumberLOmba Gugus2 oh x 40.000,00 = 80.000,00
Lomba O2SN SD2 oh x 40.000,00 = 80.000,00
MIPAdan IPS2 oh x 40.000,00 = 80.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.34.02 ,Honorarium Yuri Perlombaan ,52430000,52430000,0,0,"Honor yuri lomba
Dokter kecil
16 oh x 150.000,00 = 2.400.000,00
Lomba Gugus
170 oh x 100.000,00 = 17.000.000,00
Lomba FLSN-SD
39 oh x 150.000,00 = 5.850.000,00
Lomba Perpustakaan
153 oh x 75.000,00 = 11.475.000,00
Yuri Olimpiade MIPA dan IPS
18 oh x 100.000,00 = 1.800.000,00
Lomba Olahraga SD
117 oh x 75.000,00 = 8.775.000,00
Pengawas Ruang
18 oh x 150.000,00 = 2.700.000,00
Honor Pembinaan Olimpiade MIPA-IPS
27 org x 90.000,00 = 2.430.000,00"
1.01 . 1.01.01 . 16.70 . 5.2.2.35 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,67300000,84222333,16922333,25.14,
1.01 . 1.01.01 . 16.70 . 5.2.2.35.01 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,67300000,84222333,16922333,25.14,"Uang Saku - hadiah
Uang saku Atlit dan Pendamping
25 org x 500.000,00 = 12.500.000,00
Uang saku peserta lomba
10 org x 500.000,00 = 5.000.000,00
HAdiah Dokter Kecil
1 bjj x 2.000.000,00 = 2.000.000,00
HAdiah Lomba Gugus
1 bjj x 6.000.000,00 = 6.000.000,00
HAdiah lomba FLSN
1 bjj x 7.200.000,00 = 7.200.000,00
Hadiah Lomba Perpustakaan
1 bjj x 5.000.000,00 = 5.000.000,00
Hadiah Lomba MIPA-IPS
1 bjj x 8.000.000,00 = 8.000.000,00
Hadiah Lomba O2SN
1 bjj x 21.600.000,00 = 21.600.000,00
Hadiah Kejuaran dan Prestasi
1 keg x 16.922.333,00 = 16.922.333,00"
1.01 . 1.01.01 . 16.73 ,Penyebarluasan dan Sosialisasi Berbagai Informasi Pendidikan Dasar,25000000,25000000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.73 . 5.2.1 ,Belanja Pegawai ,4160000,4160000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.1.01 ,Honorarium PNS ,3510000,3510000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3510000,3510000,0,0,"HR Panitia Kegiatan
HR Pelaksana Hari Jadi
10 or x 40.000,00 = 400.000,00
HR Pelaksana Bantul Expo
20 or x 40.000,00 = 800.000,00
HR Prajurit/ Bergodo
25 orang x 30.000,00 = 750.000,00
HR Pembawa Jodang
10 orang x 30.000,00 = 300.000,00
HR Penjaga Stand
20 orang x 30.000,00 = 600.000,00
HR Piket Malam Bantul Ekspo
22 Orang x 30.000,00 = 660.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.1.03 ,Uang Lembur ,650000,650000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.1.03.01 ,Uang Lembur PNS ,650000,650000,0,0,"Uang lemburGolongan III dan IV30 ol x 15.000,00 = 450.000,00
Gol II20 ol x 10.000,00 = 200.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.2 ,Belanja Barang dan Jasa ,20840000,20840000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,950000,950000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,950000,950000,0,0,"Belanja ATK
ATK Kegiatan1 ls x 950.000,00 = 950.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.2.02 ,Belanja Bahan/Material ,6715000,6715000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.2.02.06 ,Belanja Bahan Percontohan ,6715000,6715000,0,0,"Belanja Bahan PercontohanPembuatan Jodang dan  hias mobil1 ls x 2.000.000,00 = 2.000.000,00
Belanja isi jodang1 ls x 935.000,00 = 935.000,00
Belanja Bahan Bantul Ekspo1 ls x 3.780.000,00 = 3.780.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.2.03 ,Belanja Jasa Kantor ,3900000,3900000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.2.03.13 ,Belanja Dokumentasi ,400000,400000,0,0,"Dokumentasi
Dokumentasi bantul ekspo1 ls x 400.000,00 = 400.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.2.03.14 ,Belanja Dekorasi ,3500000,3500000,0,0,"Dekorasi
Dekorasi Bantul Ekspo1 ls x 3.500.000,00 = 3.500.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,2500000,2500000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,2500000,2500000,0,0,"Belanja sewa tempatSewa tempat bantul ekspo1 ls x 2.500.000,00 = 2.500.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,1000000,1000000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,1000000,1000000,0,0,"Sewa mobil
Sewa mobil angkut barang10 kali x 100.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,1750000,1750000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.2.10.06 ,Belanja Sewa Pakaian Adat/Tradisional ,1750000,1750000,0,0,"Sewa pakaian tradisional
Sewa pakaian peranakan35 stel x 50.000,00 = 1.750.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4025000,4025000,0,0,
1.01 . 1.01.01 . 16.73 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1400000,1400000,0,0,"Makan minum rapatMMR80 orang x 17.500,00 = 1.400.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,875000,875000,0,0,"MML50 ol x 17.500,00 = 875.000,00"
1.01 . 1.01.01 . 16.73 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,1750000,1750000,0,0,"MMKMMK Bantul Ekspo100 or x 17.500,00 = 1.750.000,00"
