Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,,
2.05 . 2.05.01 . 02 . 34 . 5 . 2 . 3 . 31 . 01 , Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Studio Visual ,18850000," APBD
Pengadaan kamerapengadaan kamera dan kelengkapan1 paket x 17.000.000,00 = 17.000.000,00
Honor tim perencanaanggota1 op x 200.000,00 = 200.000,00
ketua1 op x 250.000,00 = 250.000,00
sekretaris1 op x 225.000,00 = 225.000,00
Honor PPK1 op x 350.000,00 = 350.000,00
Honor pejabat pengadaan1 op x 300.000,00 = 300.000,00
Honor panitia penerima/pemeriksa hasil pekerjaan
ketua1 op x 200.000,00 = 200.000,00
sekretaris1 op x 175.000,00 = 175.000,00
anggota1 op x 150.000,00 = 150.000,00",
2.05 . 2.05.01 . 02 . 34 . 5 . 2 . 3 . 88 , Belanja Modal Aset Tetap Lainnya - Pengadaan Tanaman ,5000000,,
2.05 . 2.05.01 . 02 . 34 . 5 . 2 . 3 . 88 . 04 , Belanja Modal Aset Tetap Lainnya - Pengadaan Tanaman Hias ,5000000," APBD
Pengadaan tanaman hiaspengadaan tanaman1 paket x 5.000.000,00 = 5.000.000,00",
2.05 . 2.05.01 . 15 , Program pemberdayaan ekonomi masyarakat pesisir ,59600000,,
2.05 . 2.05.01 . 15 . 05 , Pemberdayaan Sistem Energi Hybrid ,59600000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Jumlah PLTH yang dipelihara
Target: 3 unit",
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 1 , Belanja Pegawai ,50780000,,
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 1 . 01 , Honorarium PNS ,1180000,,
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,1180000," APBD
Honorarium Tim Pelaksana Teknis
Ketua2 ob x 160.000,00 = 320.000,00
Sekretaris2 ob x 150.000,00 = 300.000,00
Anggota4 ob x 140.000,00 = 560.000,00",
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 1 . 02 , Honorarium Non PNS ,49600000,,
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 1 . 02 . 02 , Honorarium Pegawai Honorer/Tidak Tetap ,49600000," APBD
Honorarium perugas pemelihara sistem hybrid
Honor Teknisi mekanikal sistem hybrid8 ob x 1.000.000,00 = 8.000.000,00
Honor teknisi elektrikal sistem hybrid8 ob x 1.000.000,00 = 8.000.000,00
Honor petugas pemelihara sistem hybrid ice maker di Pantai Baru Pandansimo16 ob x 700.000,00 = 11.200.000,00
Honor petugas pemelihara sistem hybrid di pondok wisata dengan tambat perahu16 ob x 700.000,00 = 11.200.000,00
Honor petugas pemelihara sistem hybrid ice maker di Pantai Goa Cemara16 ob x 700.000,00 = 11.200.000,00",
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 2 , Belanja Barang dan Jasa ,8820000,,
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,261000,,
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,261000," APBD
ATK Penyelenggara Kegiatan
ATK Penyelenggara Kegiatan (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus,Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 paket x 261.000,00 = 261.000,00",
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,159000,,
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,159000," APBD
Belanja penggandaanFotokopi560 LS x 150,00 = 84.000,00
Laporan kegiatan3 eks x 25.000,00 = 75.000,00",
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 2 . 20 , Belanja Pemeliharaan ,8400000,,
2.05 . 2.05.01 . 15 . 05 . 5 . 2 . 2 . 20 . 07 , Belanja Pemeliharaan Jaringan dan Instalasi ,8400000," APBD
Belanja pemeliharaan instalasi sistem hybridPemeliharaan sistem hybrid ice maker di Pantai Baru Pandansimo1 LS x 4.200.000,00 = 4.200.000,00
Pemeliharaan sistem hybrid di pondok wisata dengan tambat perahu1 LS x 4.200.000,00 = 4.200.000,00",
2.05 . 2.05.01 . 16 , Program pemberdayaan masyarakat dalam pengawasan dan pengendalian sumberdaya kelautan ,706605000,,
2.05 . 2.05.01 . 16 . 02 , Restocking di Perairan Umum ,90700000," Sumber Dana : APBD
Lokasi Kegiatan : Perairan umum di Kab. Bantul
Keluaran : terlaksananya pembelian benih ikan untuk ditebar
Target: 400.000 ekor",
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 1 , Belanja Pegawai ,8280000,,
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 1 . 01 , Honorarium PNS ,8280000,,
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,8280000," APBD
Honor Tim Pelaksana Teknis Kegiatan
staf sekretariat12 ob x 100.000,00 = 1.200.000,00
ketua12 ob x 160.000,00 = 1.920.000,00
sekretaris12 ob x 150.000,00 = 1.800.000,00
anggota24 ob x 140.000,00 = 3.360.000,00",
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 , Belanja Barang dan Jasa ,82420000,,
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1220000,,
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1220000," APBD
Belanja ATK dan bahan komputer
ATK (kertas, pulpen, map, dll)1 paket x 620.000,00 = 620.000,00
bahan komputer1 paket x 600.000,00 = 600.000,00",
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,63200000,,
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 02 . 03 , Belanja Bibit Ternak ,60000000," APBD
belanja benih ikan1 ls x 60.000.000,00 = 60.000.000,00",
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 02 . 05 , Belanja Bahan Kimia dan Pupuk ,1000000," APBD
belanja bahan kimiabelanja bahan pengawet ikan1 paket x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,2200000," APBD
perlengkapan surveyperalatan survey stock dan keragaman ikan1 paket x 2.200.000,00 = 2.200.000,00",
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,250000,,
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,250000," APBD
penggandaan1,000 lbr x 150,00 = 150.000,00
pelaporan4 paket x 25.000,00 = 100.000,00",
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,5500000,,
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,1000000," APBD
Belanja makan minum rapatmakan minum rapat40 om x 25.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,4500000," APBD
Belanja makan dan minuman pelaksanaan kegiatan
Makan minum kegiatan restoking180 om x 25.000,00 = 4.500.000,00",
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,11850000,,
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,11850000," APBD
dalam rangka belanja benih kepitingGolongan IV/III/II4 op x 1.562.500,00 = 6.250.000,00
dalam rangka konsultasi/koordinasiGolongan IV/III/II2 op x 2.800.000,00 = 5.600.000,00",
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",400000,,
2.05 . 2.05.01 . 16 . 02 . 5 . 2 . 2 . 35 . 06 , Jasa Tenaga Harian Lepas ,400000," APBD
Honorarium Harian
Honorarium pembantu lapangan10 oh x 40.000,00 = 400.000,00",
2.05 . 2.05.01 . 16 . 03 , Peningkatan Kapasitas Pokwasmas ,10535000," Sumber Dana : APBD
Lokasi Kegiatan : Perairan umum di Kab. Bantul
Keluaran : terlaksananya pendampingan pada pokmaswas
Target: 12 bulan",
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 1 , Belanja Pegawai ,4500000,,
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 1 . 01 , Honorarium PNS ,4500000,,
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,4500000," APBD
Honor Tim Pelaksana Teknis Kegiatan
sekretaris10 ob x 150.000,00 = 1.500.000,00
anggota10 ob x 140.000,00 = 1.400.000,00
ketua10 ob x 160.000,00 = 1.600.000,00",
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 , Belanja Barang dan Jasa ,6035000,,
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1360000,,
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1360000," APBD
Belanja ATK dan bahan komputer
ATK (kertas, pulpen, map, dll)1 paket x 310.000,00 = 310.000,00
bahan komputer1 paket x 200.000,00 = 200.000,00
atribut peserta17 paket x 50.000,00 = 850.000,00",
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,725000,,
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,500000," APBD
belanja cetakbelanja cetak poster50 lembar x 10.000,00 = 500.000,00",
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,225000," APBD
penggandaan1,000 lbr x 150,00 = 150.000,00
pelaporan3 paket x 25.000,00 = 75.000,00",
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,2750000,,
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,500000," APBD
Belanja makan minum rapatmakan minum rapat20 om x 25.000,00 = 500.000,00",
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,2250000," APBD
Belanja makan dan minuman pelaksanaan kegiatan
Makan minum kegiatan pokmaswas90 om x 25.000,00 = 2.250.000,00",
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",1200000,,
2.05 . 2.05.01 . 16 . 03 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,1200000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah
Narasumber studi banding pokmaswas6 jpl x 200.000,00 = 1.200.000,00",
2.05 . 2.05.01 . 16 . 05 , Monitoring dan Pengujian Mutu Hasil Perikanan ,42500000," Sumber Dana : APBD
Lokasi Kegiatan : pasar ikan kab. Bantul dan poklahsar
Keluaran : terlaksananya monitoring mutu hasil produk perikanan
Target: 12 bulan",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 1 , Belanja Pegawai ,18000000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 1 . 01 , Honorarium PNS ,18000000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,18000000," APBD
Honor Tim Pelaksana Teknis Kegiatan
staf sekretariat12 ob x 100.000,00 = 1.200.000,00
ketua12 ob x 160.000,00 = 1.920.000,00
sekretaris12 ob x 150.000,00 = 1.800.000,00
anggota60 ob x 140.000,00 = 8.400.000,00
Honor Tim PengarahPembina12 ob x 200.000,00 = 2.400.000,00
wakil pembina12 ob x 190.000,00 = 2.280.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 , Belanja Barang dan Jasa ,24500000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,2814000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,2814000," APBD
Belanja ATK dan bahan komputer
ATK (kertas, pulpen, map, dll)1 paket x 714.000,00 = 714.000,00
ATK peserta70 paket x 30.000,00 = 2.100.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,8000000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 02 . 05 , Belanja Bahan Kimia dan Pupuk ,8000000," APBD
Belanja bahan kimia
Belanja test kit analisa formalin dan Borax1 ls x 6.000.000,00 = 6.000.000,00
Belanja Bahan Sample Uji1 ls x 1.000.000,00 = 1.000.000,00
Belanja Bahan Kimia untuk analisa1 ls x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,250000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,250000," APBD
Belanja Publikasispanduk1 paket x 250.000,00 = 250.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,1370000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,1000000," APBD
belanja cetakbelanja cetak leaflet1 ls x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,370000," APBD
penggandaan1,800 lbr x 150,00 = 270.000,00
pelaporan1 paket x 100.000,00 = 100.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,600000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 07 . 02 , Belanja Sewa Gedung/Kantor/Tempat ,600000," APBD
Belanja sewa gedung/kantor/tempat1 hari x 600.000,00 = 600.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,6446000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,750000," APBD
Belanja makan minum rapatmakan minum rapat30 om x 25.000,00 = 750.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,5696000," APBD
Belanja makan dan minuman pelaksanaan kegiatan
Makan minum kegiatan ekspose80 om x 37.000,00 = 2.960.000,00
konsumsi kegiatan di lapangan96 om x 28.500,00 = 2.736.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,720000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,720000," APBD
Dalam rangka koordinasi dan konsultasi
Golongan IV/III/II12 op x 60.000,00 = 720.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",4300000,,
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,2200000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah
Narasumber8 jpl x 200.000,00 = 1.600.000,00
moderator8 jpl x 75.000,00 = 600.000,00",
2.05 . 2.05.01 . 16 . 05 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,2100000," APBD
Honorarium peserta
Honorarium peserta ekspose70 oh x 30.000,00 = 2.100.000,00",
2.05 . 2.05.01 . 16 . 06 , Operasi Pengawasan Sumberdaya Ikan di Perairan Umum ,19870000," Sumber Dana : APBD
Lokasi Kegiatan : perairan umum Kab. Bantul
Keluaran : terlaksananya operasi pengawasan ikan di PU
Target : 12 bulan",
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 1 , Belanja Pegawai ,12120000,,
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 1 . 01 , Honorarium PNS ,12120000,,
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,12120000," APBD
Honor Tim Pelaksana Teknis Kegiatan
ketua12 ob x 160.000,00 = 1.920.000,00
sekretaris12 ob x 150.000,00 = 1.800.000,00
anggota60 ob x 140.000,00 = 8.400.000,00",
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 2 , Belanja Barang dan Jasa ,7750000,,
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,600000,,
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,600000," APBD
Belanja ATK dan bahan komputer
ATK (kertas, pulpen, map, dll)1 paket x 600.000,00 = 600.000,00",
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,3900000,,
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,3900000," APBD
Atribut pengawas PU13 paket x 300.000,00 = 3.900.000,00",
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,250000,,
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,250000," APBD
penggandaan1,000 lbr x 150,00 = 150.000,00
pelaporan4 paket x 25.000,00 = 100.000,00",
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,3000000,,
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,600000," APBD
Belanja makan minum rapat
makan minum rapat24 om x 25.000,00 = 600.000,00",
2.05 . 2.05.01 . 16 . 06 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,2400000," APBD
Belanja makan dan minuman pelaksanaan kegiatan
konsumsi kegiatan96 om x 25.000,00 = 2.400.000,00",
2.05 . 2.05.01 . 16 . 07 , Sosialisasi Pelestarian Sumber Daya Ikan ,27000000," Sumber Dana : APBD
Lokasi Kegiatan : Kab. Bantul
Keluaran : terlaksananya sosialisasi pelestarian SDI kepada masyarakat
Target: 150 orang",
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 1 , Belanja Pegawai ,2700000,,
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 1 . 01 , Honorarium PNS ,2700000,,
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,2700000," APBD
Honor panitia penyelenggara sosialisasi pelestarian SDI
ketua6 ok x 90.000,00 = 540.000,00
sekretaris6 ok x 80.000,00 = 480.000,00
anggota24 ok x 70.000,00 = 1.680.000,00",
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 , Belanja Barang dan Jasa ,24300000,,
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,3250000,,
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,3250000," APBD
Belanja ATK
ATK (kertas, pulpen, map, dll)1 paket x 250.000,00 = 250.000,00atk peserta150 paket x 20.000,00 = 3.000.000,00",
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,3250000,,
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,3250000," APBD
publikasispanduk1 paket x 250.000,00 = 250.000,00
papan himbauan pelestarian sumberdaya ikan1 paket x 3.000.000,00 = 3.000.000,00",
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,3000000,,
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,2750000," APBD
belanja cetakbelanja cetak poster1 paket x 850.000,00 = 850.000,00
Belanja cetak Stiker1 paket x 700.000,00 = 700.000,00
Reproduksi Buku UU Perikanan1 paket x 1.200.000,00 = 1.200.000,00",
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,250000," APBD
penggandaan1,000 lbr x 150,00 = 150.000,00
pelaporan4 eks x 25.000,00 = 100.000,00",
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,500000,,
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 07 . 02 , Belanja Sewa Gedung/Kantor/Tempat ,500000," APBD
Belanja sewa gedung/kantor/tempat1 hari x 500.000,00 = 500.000,00",
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,5300000,,
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,350000," APBD
Belanja makan minum rapatmakan minum rapat20 om x 17.500,00 = 350.000,00",
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,4950000," APBD
Belanja makan dan minuman pelaksanaan kegiatan
Makan minum kegiatan sosialisasi198 om x 25.000,00 = 4.950.000,00",
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",9000000,,
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,5250000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah
Narasumber sosialisasi24 jpl x 200.000,00 = 4.800.000,00
moderator6 jpl x 75.000,00 = 450.000,00",
2.05 . 2.05.01 . 16 . 07 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,3750000," APBD
Honorarium peserta sosialisasi150 oh x 25.000,00 = 3.750.000,00",
2.05 . 2.05.01 . 16 . 09 , Pengelolaan dan Konservasi Wilayah Pesisir Laut ,516000000," Sumber Dana : APBD
Lokasi Kegiatan : Kretek, Sanden dan Srandakan
Keluaran : Jumlah bibit mangrove dan cemara udang yg ditanam
Target: 1.500 batang",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 1 , Belanja Pegawai ,47475000,,
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 1 . 01 , Honorarium PNS ,47475000,,
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,46800000," APBD
Honor Tim PengarahPembina12 ob x 200.000,00 = 2.400.000,00
Wakil Pembina12 ob x 190.000,00 = 2.280.000,00
Honor Tim Pelaksana Teknis
Ketua12 ob x 170.000,00 = 2.040.000,00
Sekretaris12 ob x 160.000,00 = 1.920.000,00
Anggota240 ob x 150.000,00 = 36.000.000,00
Pengarah12 ob x 180.000,00 = 2.160.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 1 . 01 . 02 , Honorarium Tim Pengadaan Barang Dan Jasa ,675000," APBD
Honor pejabat pengadaan
Pejabat pengadaan bibit tanaman1 o/p x 300.000,00 = 300.000,00
Honor Tim Penerima/Pemeriksa
Anggota1 o/p x 100.000,00 = 100.000,00
Ketua1 o/p x 150.000,00 = 150.000,00
Sekretaris1 o/p x 125.000,00 = 125.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 , Belanja Barang dan Jasa ,468525000,,
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,10000000,,
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,10000000," APBD
Belanja ATK
ATK dan komputer supplai (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus,Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 paket x 2.000.000,00 = 2.000.000,00
ATK Peserta Lokakarya/workshop120 paket x 25.000,00 = 3.000.000,00
ATK Peserta Konsultasi Publik50 paket x 25.000,00 = 1.250.000,00
ATK Sosialisasi Translokasi Tambak150 paket x 25.000,00 = 3.750.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,26300000,,
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 02 . 02 , Belanja Bahan/Bibit Tanaman ,20000000," APBD
Belanja bibit vegetasi tanaman pantai
Bibit vegetasi tanaman pantai1 paket x 20.000.000,00 = 20.000.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,6300000," APBD
Alat perlengkapan penanaman vegetasi pantai
Alat penanaman vegetasi tanaman pantai1 paket x 800.000,00 = 800.000,00
Alat penyiapan lahan translokasi tambak1 paket x 1.000.000,00 = 1.000.000,00
Atribut pesertaAtribut peserta bersih pantai kawasan mangrove100 paket x 45.000,00 = 4.500.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,13975000,,
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 03 . 08 , Belanja Sertifikasi ,10000000," APBD
Belanja sertifikasi perolehan hak atas tanah
Belanja sertifikasi perolehan hak atas tanah Sulltan Ground1 paket x 10.000.000,00 = 10.000.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,3975000," APBD
Belanja publikasiPublikasi ekowisata1 LS x 2.475.000,00 = 2.475.000,00
Publikasi bersih pantai kawasan mangrove1 LS x 1.500.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,2025000,,
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,2025000," APBD
PenggandaanFotokopi13,000 lembar x 150,00 = 1.950.000,00
Laporan penggandaan3 eks x 25.000,00 = 75.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,2750000,,
