Judul,Penjabaran Anggaran Pendapatan Belanja Daerah,,,,,,,,,
Daerah,Kabupaten Gunungkidul,,,,,,,,,
tahun ,2015,,,,,,,,,
Kode Organisasi,1.01,,,,,,,,,
Nama Organisasi,Dinas Pendidikan Pemuda dan Olahraga,,,,,,,,,
Kolom,4,,,,,,,,,
Kode Rekening,Uraian,jumlah,Penjelasan,,,,,,,
1.01.1.01.01.18.03.5.2.2. ,BELANJA BARANG DAN JASA ,136075000,,,,,,,,
1.01.1.01.01.18.03.5.2.2.01. ,Belanja Bahan Pakai Habis ,1100000,,,,,,,,
1.01.1.01.01.18.03.5.2.2.01.001. ,Belanja alat tulis kantor ,900000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 900000.00 ATK penyelenggaraan kursus 900000.00,,,,,,,
1.01.1.01.01.18.03.5.2.2.01.002. ,Belanja dokumen/administrasi tender ,200000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 200000.00 Belanja dokumen tender 200000.00,,,,,,,
1.01.1.01.01.18.03.5.2.2.02. ,Belanja Bahan/Material ,67400000,,,,,,,,
1.01.1.01.01.18.03.5.2.2.02.006. ,Belanja bahan praktek KBM ,59000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 59000000.00 Bahan praktek kursus menjahit 9000000.00 Alat praktek kursus menjahit 21000000.00 Bahan praktek kursus teknisi komputer 6000000.00 Alat praktek kursus teknisi komputer 20000000.00 Bahan praktek kursus bahasa Inggris 1000000.00 Alat praktek kursus bahasa inggris 2000000.00,,,,,,,
1.01.1.01.01.18.03.5.2.2.02.007. ,Belanja bahan sosiliasasi^diklat^seminar ,8400000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 8400000.00 ATK peserta kursus 8400000.00,,,,,,,
1.01.1.01.01.18.03.5.2.2.03. ,Belanja Jasa Kantor ,21000000,,,,,,,,
1.01.1.01.01.18.03.5.2.2.03.027. ,Belanja jasa narasumber/tenaga ahli ,21000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 21000000.00 Instruktur/narasumber kursus menjahit TK Dasar ( 3 orang x 30 hari) 9000000.00 Instruktur/narasumber kursus teknisi computer ( 2 orang x 30 hari) 6000000.00 Instruktur/narasumber kursus bahasa Inggris ( 2 orang x 30 hari) 6000000.00,,,,,,,
1.01.1.01.01.18.03.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2300000,,,,,,,,
1.01.1.01.01.18.03.5.2.2.06.001. ,Belanja Cetak ,700000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 700000.00 Cetak sertifikat kursus 700000.00,,,,,,,
1.01.1.01.01.18.03.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1600000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1600000.00 Fotocopy kegiatan 200000.00 Fotocopy modul kursus 1400000.00,,,,,,,
1.01.1.01.01.18.03.5.2.2.07. ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1500000,,,,,,,,
1.01.1.01.01.18.03.5.2.2.07.002. ,Belanja sewa gedung/kantor/tempat ,1500000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1500000.00 Sewa laboratorium bahasa inggris 1500000.00,,,,,,,
1.01.1.01.01.18.03.5.2.2.11. ,Belanja Makanan dan Minuman ,40725000,,,,,,,,
1.01.1.01.01.18.03.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,40725000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 40725000.00 Belanja Makan dan Minum Rapat Kegiatan 1800000.00 Belanja minum dan snack Penyelenggaraan Kursus ( 170 orang x 30 hari) 38250000.00 Belanja Minum dan Sneck Rapat Kegiatan 675000.00,,,,,,,
1.01.1.01.01.18.03.5.2.2.15. ,Belanja Perjalanan Dinas ,2050000,,,,,,,,
1.01.1.01.01.18.03.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,2050000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2050000.00 Golongan IV 600000.00,,,,,,,
1.01.1.01.01.18.04.5.2.2.01.010. ,Belanja Dekorasi ,400000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 400000.00 Spanduk 400000.00,,,,,,,
1.01.1.01.01.18.04.5.2.2.02. ,Belanja Bahan/Material ,36100000,,,,,,,,
1.01.1.01.01.18.04.5.2.2.02.006. ,Belanja bahan praktek KBM ,36100000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 36100000.00 Belanja sampel buku terpilih 100000.00 Belanja modul keaksaraan 36000000.00,,,,,,,
1.01.1.01.01.18.04.5.2.2.03. ,Belanja Jasa Kantor ,140600000,,,,,,,,
1.01.1.01.01.18.04.5.2.2.03.027. ,Belanja jasa narasumber/tenaga ahli ,140600000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 140600000.00 Honor tutor keaksaraan dasar ( 100 org x 6 bln) 120000000.00 Honor pengelola ( 100 kelompok ) 20000000.00 Honor pembuat soal EHK Keaksaraan 600000.00,,,,,,,
1.01.1.01.01.18.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,16500000,,,,,,,,
1.01.1.01.01.18.04.5.2.2.06.001. ,Belanja Cetak ,11500000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 11500000.00 Biaya Sertifikat Sukma 11500000.00,,,,,,,
1.01.1.01.01.18.04.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,5000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 5000000.00 Foto copi Soal EHB Keaksaraan 1000000.00 Foto kopi penggandaan Buku ajar Tematik 2500000.00 Foto kopi pedoman SKK Pendidikan Keaksaraan 1500000.00,,,,,,,
1.01.1.01.01.18.04.5.2.2.10. ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,11250000,,,,,,,,
1.01.1.01.01.18.04.5.2.2.10.001. ,Belanja sewa meja kursi ,3000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 3000000.00 Belanja Sewa Meja Kursi (3 x 200) 3000000.00,,,,,,,
1.01.1.01.01.18.04.5.2.2.10.005. ,Belanja sewa tenda ,6000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 6000000.00 Sewa Tenda ( 3 x 10) 6000000.00,,,,,,,
1.01.1.01.01.18.04.5.2.2.10.008. ,Belanja sewa sound sistem ,2250000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2250000.00 Sewa Sound Sistem ( 3 x 1) 2250000.00,,,,,,,
1.01.1.01.01.18.04.5.2.2.11. ,Belanja Makanan dan Minuman ,12350000,,,,,,,,
1.01.1.01.01.18.04.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,12350000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 12350000.00 Snek minum Rapat 750000.00 Minum dan sneck Panitia HAI 3600000.00 Makan dan minum HAI 6000000.00 Makan Minum Rapat 2000000.00,,,,,,,
1.01.1.01.01.18.04.5.2.2.15. ,Belanja Perjalanan Dinas ,3120000,,,,,,,,
1.01.1.01.01.18.04.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,3120000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 3120000.00 Golongan IV 720000.00 Golongan III 2000000.00 Golongan II 400000.00,,,,,,,
1.01.1.01.01.18.05. ,PENGEMBANGAN PENDIDIKAN KECAKAPAN HIDUP ,355000000,Lokasi Kegiatan: Kabupaten Gunungkidul Sumber Dana: PAD.DAU.SILPA.,,,,,,,
1.01.1.01.01.18.05.5.2.1. ,BELANJA PEGAWAI ,2300000,,,,,,,,
1.01.1.01.01.18.05.5.2.1.01. ,Honorarium PNS ,2300000,,,,,,,,
1.01.1.01.01.18.05.5.2.1.01.002. ,Honorarium Panitia Pengadaan Barang dan Jasa ,2300000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2300000.00 Honorarium Panitia Pengadaan Barang & Jasa 1400000.00 Ketua 450000.00 Sekretaris 350000.00 Anggota 600000.00 Honorarium Panitia Penerimaan Hasil Pekerjaan 900000.00 Ketua 350000.00 Sekretaris 300000.00 Anggota 250000.00,,,,,,,
1.01.1.01.01.18.05.5.2.2. ,BELANJA BARANG DAN JASA ,227610000,,,,,,,,
1.01.1.01.01.18.05.5.2.2.01. ,Belanja Bahan Pakai Habis ,3500000,,,,,,,,
1.01.1.01.01.18.05.5.2.2.01.001. ,Belanja alat tulis kantor ,3500000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 3500000.00 Alat Tulis Kantor 3500000.00,,,,,,,
1.01.1.01.01.18.05.5.2.2.02. ,Belanja Bahan/Material ,56110000,,,,,,,,
1.01.1.01.01.18.05.5.2.2.02.006. ,Belanja bahan praktek KBM ,51910000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 51910000.00 Belanja Bahan praktek KBM Kursus Boga 4910000.00 Kursus Bordir 11000000.00 Kursus Rias Pengantin 10000000.00 Kursus Komputer 4000000.00 Kursus Menjahit 10000000.00 Kursus Audio Vokal 2000000.00 Kursus Potong Rambut 10000000.00,,,,,,,
1.01.1.01.01.18.05.5.2.2.02.007. ,Belanja bahan sosiliasasi^diklat^seminar ,4200000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 4200000.00 ATK peserta 4200000.00,,,,,,,
1.01.1.01.01.18.05.5.2.2.03. ,Belanja Jasa Kantor ,47250000,,,,,,,,
1.01.1.01.01.18.05.5.2.2.03.027. ,Belanja jasa narasumber/tenaga ahli ,47250000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 47250000.00 Honorarium Tenaga Ahli/ Instruktur/ Narsumber 47250000.00 Honorarium Kursus Boga 6750000.00 Honorarium Kursus Bordir 6750000.00 Honorarium Kursus Rias 6750000.00 Honorarium Kursus Komputer 6750000.00 Honorarium Kursus Menjahit 6750000.00 Honorarium Kursus Potong Rambut 6750000.00 Honorarium Kursus Vokal 6750000.00,,,,,,,
1.01.1.01.01.18.05.5.2.2.06. ,Belanja Cetak dan Penggandaan ,3675000,,,,,,,,
1.01.1.01.01.18.05.5.2.2.06.001. ,Belanja Cetak ,1050000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1050000.00 Cetak Sertifikat 1050000.00,,,,,,,
1.01.1.01.01.18.05.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2625000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2625000.00 Fotocopy Kegiatan 525000.00 Fotocopy Modul peserta Kursus 2100000.00,,,,,,,
1.01.1.01.01.18.05.5.2.2.11. ,Belanja Makanan dan Minuman ,117075000,,,,,,,,
1.01.1.01.01.18.05.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,117075000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 117075000.00 Minum & Snack Persiapan 1575000.00 Minum & Snack Kegiatan 31500000.00 Makan Minum Kegiatan 84000000.00,,,,,,,
1.01.1.01.01.18.05.5.2.3. ,BELANJA  MODAL ,125090000,,,,,,,,
1.01.1.01.01.18.05.5.2.3.20. ,Belanja Modal Pengadaan Alat-alat Laboratorium ,125090000,,,,,,,,
1.01.1.01.01.18.05.5.2.3.20.009. ,Belanja modal pengadaan alat-alat peraga/praktik ,125090000, sekolah DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 125090000.00 Alat Praktek Kursus Boga 19090000.00 Alat Praktek Kursus Bordir 14000000.00 Alat Praktek Kursus Rias Pengantin 15000000.00 Alat Praktek Kursus Komputer 26000000.00 Alat Praktek Kursus Menjahit 17000000.00 Alat Praktek Kursus AUdio Vokal 19000000.00 Alat Praktek Kursus Potong Rambut 15000000.00,,,,,,,
1.01.1.01.01.18.07. ,PENGEMBANGAN DATA DAN INFORMASI ,17991000,Lokasi Kegiatan: Kabupaten Gunungkidul PENDIDIKAN NON FORMAL Sumber Dana: DAU.,,,,,,,
1.01.1.01.01.18.07.5.2.1. ,BELANJA PEGAWAI ,4200000,,,,,,,,
1.01.1.01.01.18.07.5.2.1.02. ,Honorarium Non PNS ,4200000,,,,,,,,
1.01.1.01.01.18.07.5.2.1.02.004. ,Upah/ongkos tenaga ,4200000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 4200000.00 Honor entry pendataan & Validasi data tk Kabupaten 450000.00 Honor entry pendataan & Validasi data Tk Kecamatan 3750000.00,,,,,,,
1.01.1.01.01.18.07.5.2.2. ,BELANJA BARANG DAN JASA ,13791000,,,,,,,,
1.01.1.01.01.18.07.5.2.2.01. ,Belanja Bahan Pakai Habis ,1000000,,,,,,,,
1.01.1.01.01.18.07.5.2.2.01.001. ,Belanja alat tulis kantor ,1000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1000000.00 Alat Tulis Kantor 1000000.00,,,,,,,
1.01.1.01.01.18.07.5.2.2.06. ,Belanja Cetak dan Penggandaan ,6476000,,,,,,,,
1.01.1.01.01.18.07.5.2.2.06.001. ,Belanja Cetak ,5000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 5000000.00 Visualisasi Data 5000000.00,,,,,,,
1.01.1.01.01.18.07.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1476000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1476000.00 Fotocopy Blangko Pendataan 1476000.00,,,,,,,
1.01.1.01.01.18.07.5.2.2.11. ,Belanja Makanan dan Minuman ,4125000,,,,,,,,
1.01.1.01.01.18.07.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,4125000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 4125000.00 Minum & Snack Sosialisasi 1125000.00 Makan Minum Sosialisasi 3000000.00,,,,,,,
1.01.1.01.01.18.07.5.2.2.15. ,Belanja Perjalanan Dinas ,2190000,,,,,,,,
1.01.1.01.01.18.07.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,2190000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2190000.00 Golongan IV 840000.00 Golongan III 750000.00 Golongan III 600000.00,,,,,,,
1.01.1.01.01.18.09. ,PENGEMBANGAN KURIKULUM^ BAHAN AJAR DAN ,12902500,Lokasi Kegiatan: Kabupaten Gunungkidul MODEL PEMBELAJARAN PENDIDIKAN NON FORMAL Sumber Dana: PAD.DAU.SILPA.,,,,,,,
1.01.1.01.01.18.09.5.2.1. ,BELANJA PEGAWAI ,2250000,,,,,,,,
1.01.1.01.01.18.09.5.2.1.02. ,Honorarium Non PNS ,2250000,,,,,,,,
1.01.1.01.01.18.09.5.2.1.02.003. ,Honorarium peserta penyuluhan/pembinaan/pelatihan ,2250000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2250000.00 Honor Peserta 2250000.00,,,,,,,
1.01.1.01.01.18.09.5.2.2. ,BELANJA BARANG DAN JASA ,10652500,,,,,,,,
1.01.1.01.01.18.09.5.2.2.01. ,Belanja Bahan Pakai Habis ,900000,,,,,,,,
1.01.1.01.01.18.09.5.2.2.01.001. ,Belanja alat tulis kantor ,900000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 900000.00 ATK Kegiatan 900000.00,,,,,,,
1.01.1.01.01.18.09.5.2.2.02. ,Belanja Bahan/Material ,1350000,,,,,,,,
1.01.1.01.01.18.09.5.2.2.02.007. ,Belanja bahan sosiliasasi^diklat^seminar ,1350000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1350000.00 ATK peserta 1350000.00,,,,,,,
1.01.1.01.01.18.09.5.2.2.03. ,Belanja Jasa Kantor ,1600000,,,,,,,,
1.01.1.01.01.18.09.5.2.2.03.027. ,Belanja jasa narasumber/tenaga ahli ,1600000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1600000.00 Honor Tenaga Ahli 1200000.00 Honor Penyusun Desain 400000.00,,,,,,,
1.01.1.01.01.18.09.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2600000,,,,,,,,
1.01.1.01.01.18.09.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2600000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2600000.00 Foto Copy Model 2600000.00,,,,,,,
1.01.1.01.01.18.09.5.2.2.11. ,Belanja Makanan dan Minuman ,2062500,,,,,,,,
1.01.1.01.01.18.09.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,2062500, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2062500.00 Belanja Makan & Minum Rapat / Seminar 1500000.00 Minum & Snack Rapat / Seminar 562500.00,,,,,,,
1.01.1.01.01.18.09.5.2.2.15. ,Belanja Perjalanan Dinas ,2140000,,,,,,,,
1.01.1.01.01.18.09.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,2140000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2140000.00 Golongan  IV 240000.00 Golongan III 1500000.00 Golongan II 400000.00,,,,,,,
1.01.1.01.01.18.12. ,PUBLIKASI DAN SOSIALISASI PENDIDIKAN NON ,5987500,Lokasi Kegiatan: Dinas Pendidikan. Pemuda dan Olahraga FORMAL Sumber Dana: DAU.SILPA.,,,,,,,
1.01.1.01.01.18.12.5.2.1. ,BELANJA PEGAWAI ,1500000,,,,,,,,
1.01.1.01.01.18.12.5.2.1.02. ,Honorarium Non PNS ,1500000,,,,,,,,
1.01.1.01.01.18.12.5.2.1.02.003. ,Honorarium peserta penyuluhan/pembinaan/pelatihan ,1500000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1500000.00 Transport peserta sosialisasi 1500000.00,,,,,,,
1.01.1.01.01.18.12.5.2.2. ,BELANJA BARANG DAN JASA ,4487500,,,,,,,,
1.01.1.01.01.18.12.5.2.2.01. ,Belanja Bahan Pakai Habis ,400000,,,,,,,,
1.01.1.01.01.18.12.5.2.2.01.001. ,Belanja alat tulis kantor ,200000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 200000.00 Belanja Alat Tulis Kantor 200000.00,,,,,,,
1.01.1.01.01.18.12.5.2.2.01.009. ,Belanja Dokumentasi ,100000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 100000.00 Belanja Dokumentasi pelaksanaan kegiatan 100000.00,,,,,,,
1.01.1.01.01.18.12.5.2.2.01.010. ,Belanja Dekorasi ,100000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 100000.00 Dekorasi 100000.00,,,,,,,
1.01.1.01.01.18.12.5.2.2.03. ,Belanja Jasa Kantor ,750000,,,,,,,,
1.01.1.01.01.18.12.5.2.2.03.027. ,Belanja jasa narasumber/tenaga ahli ,750000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 750000.00 Belanja jasa narasumber dari provinsi DIY 750000.00,,,,,,,
1.01.1.01.01.18.12.5.2.2.06. ,Belanja Cetak dan Penggandaan ,1000000,,,,,,,,
1.01.1.01.01.18.12.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1000000.00 Foto kopi materi Sosialisasi 500000.00 Foto kopi Pedoman SKK pendidikan Keaksaraan 500000.00,,,,,,,
1.01.1.01.01.18.12.5.2.2.11. ,Belanja Makanan dan Minuman ,2337500,,,,,,,,
1.01.1.01.01.18.12.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,2337500, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2337500.00 Minum dan Sneck 637500.00 Makan dan Minum 1700000.00,,,,,,,
1.01.1.01.01.20. ,PROGRAM PENINGKATAN MUTU PENDIDIK DAN ,568206500, TENAGA KEPENDIDIKAN,,,,,,,
1.01.1.01.01.20.01. ,PELAKSANAAN SERTIFIKASI PENDIDIK ,25180000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: PAD.DAU.SILPA.,,,,,,,
1.01.1.01.01.20.01.5.2.1. ,BELANJA PEGAWAI ,21000000,,,,,,,,
1.01.1.01.01.20.01.5.2.1.02. ,Honorarium Non PNS ,21000000,,,,,,,,
1.01.1.01.01.20.01.5.2.1.02.004. ,Upah/ongkos tenaga ,21000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 21000000.00 Honorarium verifikator berkas sertifikasi 15000000.00 Honorarium verifikator berkas NUPTK 6000000.00,,,,,,,
1.01.1.01.01.20.01.5.2.2. ,BELANJA BARANG DAN JASA ,4180000,,,,,,,,
1.01.1.01.01.20.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,1000000,,,,,,,,
1.01.1.01.01.20.01.5.2.2.01.001. ,Belanja alat tulis kantor ,1000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1000000.00 Alat tulis kantor 1000000.00,,,,,,,
1.01.1.01.01.20.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2000000,,,,,,,,
1.01.1.01.01.20.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2000000.00 Penggandaan Materi 2000000.00,,,,,,,
1.01.1.01.01.20.01.5.2.2.15. ,Belanja Perjalanan Dinas ,1180000,,,,,,,,
1.01.1.01.01.20.01.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,1180000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1180000.00 Belanja Perjalanan dinas dalam daerah 1180000.00 Golongan IV 480000.00 Golongan III 500000.00 Golongan II 200000.00,,,,,,,
1.01.1.01.01.20.02. ,PELAKSANAAN UJI KOMPETENSI PENDIDIK DAN ,50175000,Lokasi Kegiatan: Wonosari TENAGA KEPENDIDIKAN,,,,,,,
1.01.1.01.01.20.02.5.2.2. ,BELANJA BARANG DAN JASA ,50175000,,,,,,,,
1.01.1.01.01.20.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,2100000,,,,,,,,
1.01.1.01.01.20.02.5.2.2.01.001. ,Belanja alat tulis kantor ,2100000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1600000.00 Alat Tulis Kegiatan Kantor 1200000.00 Alat tulis kantor tim kinerja Guru dan Kepala TK dan SD 400000.00 UPT TK/SD KECAMATAN WONOSARI 500000.00 UPT TK SD WONOSARI 500000.00 Belanja ATK seleksi guru dan KS berprestasi tk kecamatan 500000.00,,,,,,,
1.01.1.01.01.20.02.5.2.2.03. ,Belanja Jasa Kantor ,12600000,,,,,,,,
1.01.1.01.01.20.02.5.2.2.03.027. ,Belanja jasa narasumber/tenaga ahli ,12600000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 12600000.00 Honorarium narasumber forum worshop SPPI 6300000.00 Narasumber Workshop Forum Pembimbing Inklusi 6300000.00,,,,,,,
1.01.1.01.01.20.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,3860000,,,,,,,,
1.01.1.01.01.20.02.5.2.2.06.001. ,Belanja Cetak ,960000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 960000.00 Belanja cetak sertifikat kinerja Guru dan Kepala SD dan TK 350000.00 Belanja Cetak Workshop Forum SPPI 360000.00 Belanja Cetak Workshop Forum Pembimbing Inklusi 250000.00,,,,,,,
1.01.1.01.01.20.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2900000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2400000.00 Foto Copiy 2400000.00 Foto copy Kegiatan 400000.00 Penggandaan instrumen kinerja 500000.00 Pengandaan Materi Workshop Forum SPPI 1000000.00 Penggandaan Workshop Forum Pembimbing Inklusi 500000.00 UPT TK/SD KECAMATAN WONOSARI 500000.00 UPT TK SD WONOSARI 500000.00 Biaya penggandaan seleksi guru dan KS berprestasi tk kecamatan 500000.00,,,,,,,
1.01.1.01.01.20.02.5.2.2.11. ,Belanja Makanan dan Minuman ,27015000,,,,,,,,
1.01.1.01.01.20.02.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,27015000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 26115000.00 Makan dan Minum Rapat Koordinasi Kinerja 2400000.00 Makan dan Minum Rapat Koordinasi Ka UPT dan Pengawas 12000000.00 Makan dan Minum Forum Workshop SPPI 4920000.00 Snack dan Minum Forum Worskshop SPPI 1845000.00 Makan dan Minum Worskshop Forum Pembimbing Inklusi 3600000.00 Snack dan Minum Workshop Forum Pembimbing Inklusi 1350000.00 UPT TK/SD KECAMATAN WONOSARI 900000.00 UPT TK SD WONOSARI 900000.00 Biayamakan minum kegiatan seleksi guru dan KS berprestasi tk kecamatan 900000.00,,,,,,,
1.01.1.01.01.20.02.5.2.2.15. ,Belanja Perjalanan Dinas ,4600000,,,,,,,,
1.01.1.01.01.20.02.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,4600000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 4600000.00 Belanja Perjalanan Dinas 4600000.00 Golongan IV 3600000.00 Golongan III 1000000.00,,,,,,,
1.01.1.01.01.20.04. ,PEMBINAAN KELOMPOK KERJA GURU (KKG) ,31280000,Lokasi Kegiatan: Dinas Dikpora Sumber Dana: DAU.,,,,,,,
1.01.1.01.01.20.04.5.2.2. ,BELANJA BARANG DAN JASA ,31280000,,,,,,,,
1.01.1.01.01.20.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,,,,,,,,
1.01.1.01.01.20.04.5.2.2.01.001. ,Belanja alat tulis kantor ,500000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 500000.00 Belanja ATK 500000.00,,,,,,,
1.01.1.01.01.20.04.5.2.2.02. ,Belanja Bahan/Material ,1750000,,,,,,,,
1.01.1.01.01.20.04.5.2.2.02.007. ,Belanja bahan sosiliasasi^diklat^seminar ,1000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1000000.00 ATK Lomba Gugus 1000000.00,,,,,,,
1.01.1.01.01.20.04.5.2.2.02.008. ,Hadiah lomba/Cinderamata ,750000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 750000.00 Hadiah Tropi Lomba Gugus SD 750000.00 Juara I 300000.00 Juara II 250000.00 Juara III 200000.00,,,,,,,
1.01.1.01.01.20.04.5.2.2.03. ,Belanja Jasa Kantor ,10800000,,,,,,,,
1.01.1.01.01.20.04.5.2.2.03.027. ,Belanja jasa narasumber/tenaga ahli ,10800000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 10800000.00 Honor narasumber workshop Gugus 10800000.00,,,,,,,
1.01.1.01.01.20.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,1700000,,,,,,,,
1.01.1.01.01.20.04.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1700000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1700000.00 Foto kopi kegiatan 700000.00 Foto kopi instrumen 1000000.00,,,,,,,
1.01.1.01.01.20.04.5.2.2.08. ,Belanja Sewa Sarana Mobilitas ,3000000,,,,,,,,
1.01.1.01.01.20.04.5.2.2.08.001. ,Belanja Sewa Sarana Mobilitas Darat ,3000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 3000000.00 sewa kendaraan pelaksanaan lomba gugus SD 3000000.00,,,,,,,
1.01.1.01.01.20.04.5.2.2.11. ,Belanja Makanan dan Minuman ,11630000,,,,,,,,
1.01.1.01.01.20.04.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,11630000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 11630000.00 Belanja minum dan snack KKG 630000.00 Makan dan Minum Workshop Gugus UPT TK dan SD 8000000.00 Minum Snack Worshop Gugus UPT TK dan SD 3000000.00,,,,,,,
1.01.1.01.01.20.04.5.2.2.15. ,Belanja Perjalanan Dinas ,1900000,,,,,,,,
