Judul, Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,,,,,,
Daerah,Kota Yogyakarta,,,,,,,,,,
Tahun,2016,,,,,,,,,,
Kode Organisasi,1.01.01,,,,,,,,,,
Nama OrganisasiDinas Pendidikan,,,,,,,,,,,
Kolom,4,,,,,,,,,,
KODE REKENING ,URAIAN ,ANGGARAN ,PENJELASAN,,,,,,,,
1.01.1.01.01.014.004.5.2.2.31.03 ,Belanja Jasa Narasumber ,264450000,Belanja Jasa Narasumber 264450000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.31.04 ,Belanja Jasa Moderator ,9000000,Belanja Jasa Moderator 9000000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.32 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,14750000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.32.02 ,Belanja Uang Untuk Diberikan Kepada Masyarakat ,14750000,Belanja Uang Untuk Diberikan Kepada Masyarakat 14750000 Lokasi Kegiatan Kecamatan Danurejan Lomba Pameran Pendidikan kategori Stand 9250000 Pentas Seni Terbaik SMA/SMK  SMP  SD  TK 5500000,,,,,,,,
1.01.1.01.01.014.005 ,Pengembangan Sarpras Sekolah ,2582700000,,,,,,,,,
1.01.1.01.01.014.005.5.2.1 ,BELANJA PEGAWAI ,75725000,,,,,,,,,
1.01.1.01.01.014.005.5.2.1.01 ,Honorarium PNS ,64475000,,,,,,,,,
1.01.1.01.01.014.005.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,64475000,Honorarium Panitia Pelaksana Kegiatan 64475000,,,,,,,,
1.01.1.01.01.014.005.5.2.1.02 ,Honorarium Non PNS ,11250000,,,,,,,,,
1.01.1.01.01.014.005.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,3825000,Honorarium Panitia Pelaksana Kegiatan 3825000,,,,,,,,
1.01.1.01.01.014.005.5.2.1.02.03 ,Honorarium Pelaksana Kegiatan ,7425000,Honorarium Pelaksana Kegiatan 7425000,,,,,,,,
1.01.1.01.01.014.005.5.2.2 ,BELANJA BARANG DAN JASA ,49105000,,,,,,,,,
1.01.1.01.01.014.005.5.2.2.11 ,Belanja Makanan Dan Minuman ,8305000,,,,,,,,,
1.01.1.01.01.014.005.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,8305000,Belanja Makanan Dan Minuman Rapat 8305000,,,,,,,,
1.01.1.01.01.014.005.5.2.2.15 ,Belanja Perjalanan Dinas ,40800000,,,,,,,,,
1.01.1.01.01.014.005.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,40800000,Belanja Perjalanan Dinas Luar Daerah 40800000,,,,,,,,
1.01.1.01.01.014.005.5.2.3 ,BELANJA MODAL ,2457870000,,,,,,,,,
1.01.1.01.01.014.005.5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,194600000,,,,,,,,,
1.01.1.01.01.014.005.5.2.3.11.02 ,Belanja Modal Pengadaan Almari ,194600000,Belanja Modal Pengadaan Almari 194600000,,,,,,,,
1.01.1.01.01.014.005.5.2.3.12 ,Belanja Modal Pengadaan Komputer ,111500000,,,,,,,,,
1.01.1.01.01.014.005.5.2.3.12.02 ,Belanja Modal Pengadaan Komputer/PC ,106000000,Belanja Modal Pengadaan Komputer/PC 106000000,,,,,,,,
1.01.1.01.01.014.005.5.2.3.12.04 ,Belanja Modal Pengadaan Printer ,5000000,Belanja Modal Pengadaan Printer 5000000,,,,,,,,
1.01.1.01.01.014.005.5.2.3.12.10 ,Belanja Modal Pengadaan Peralatan Jaringan Komputer ,500000,Belanja Modal Pengadaan Peralatan Jaringan Komputer 500000,,,,,,,,
1.01.1.01.01.014.005.5.2.3.13 ,Belanja Modal Pengadaan Mebeulair ,620855000,,,,,,,,,
1.01.1.01.01.014.005.5.2.3.13.01 ,Belanja Modal Pengadaan Meja Kerja ,141540000,Belanja Modal Pengadaan Meja Kerja 141540000,,,,,,,,
1.01.1.01.01.014.005.5.2.3.13.04 ,Belanja Modal Pengadaan Kursi Kerja ,78865000,Belanja Modal Pengadaan Kursi Kerja 78865000,,,,,,,,
1.01.1.01.01.014.005.5.2.3.13.10 ,Belanja Modal Pengadaan Mebelair Ruang Kelas ,400450000,Belanja Modal Pengadaan Mebelair Ruang Kelas 400450000,,,,,,,,
1.01.1.01.01.014.005.5.2.3.16 ,Belanja Modal Pengadaan Alat  Alat Studio ,7000000,,,,,,,,,
1.01.1.01.01.014.005.5.2.3.16.04 ,Belanja Modal Pengadaan LCD ,7000000,Belanja Modal Pengadaan LCD 7000000,,,,,,,,
1.01.1.01.01.014.005.5.2.3.20 ,Belanja Modal Pengadaan Alat  Alat Laboratorium ,401075000,,,,,,,,,
1.01.1.01.01.014.005.5.2.3.20.09 ,Belanja Modal Pengadaan Alat  Alat Peraga/Praktik Sekolah ,401075000,Belanja Modal Pengadaan Alat  Alat Peraga/Praktik Sekolah 401075000,,,,,,,,
1.01.1.01.01.014.005.5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian*) Bangunan ,1122840000,,,,,,,,,
1.01.1.01.01.014.005.5.2.3.26.01 ,Belanja Modal Pengadaan Konstruksi/pembelian Gedung Kantor ,1122840000,Belanja Modal Pengadaan Konstruksi/pembelian Gedung Kantor 1122840000,,,,,,,,
1.01.1.01.01.014.006 ,Pengembangan Tenaga Kependidikan ,1192890000,,,,,,,,,
1.01.1.01.01.014.006.5.2.1 ,BELANJA PEGAWAI ,21825000,,,,,,,,,
1.01.1.01.01.014.006.5.2.1.01 ,Honorarium PNS ,18450000,,,,,,,,,
1.01.1.01.01.014.006.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,17800000,Honorarium Panitia Pelaksana Kegiatan 17800000,,,,,,,,
1.01.1.01.01.014.006.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,650000,Honorarium Tim Pengadaan Barang dan Jasa 650000,,,,,,,,
1.01.1.01.01.014.006.5.2.1.02 ,Honorarium Non PNS ,3375000,,,,,,,,,
1.01.1.01.01.014.006.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,3375000,Honorarium Panitia Pelaksana Kegiatan 3375000,,,,,,,,
1.01.1.01.01.014.006.5.2.2 ,BELANJA BARANG DAN JASA ,1171065000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.01 ,Belanja Bahan Pakai Habis ,4200000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,4200000,Belanja  Alat Tulis Kantor 4200000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.02 ,Belanja Bahan/Material ,406200000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.02.07 ,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ,403500000,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 403500000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.02.08 ,Belanja Hadiah/Trophy ,2700000,Belanja Hadiah/Trophy 2700000 Lokasi Kegiatan Kecamatan Danurejan Tropy LSS (TK, SD,SMP, dan SMA/k) 1200000 Tropy Lomba Kantin Sehat Sekolah 300000 Tropy Lomba Dokter Kecil 300000 Tropy Lomba Kader Kesehatan Remaja 600000 Tropy Lomba Sekolah Siaga Bencana 300000,,,,,
1.01.1.01.01.014.006.5.2.2.03 ,Belanja Jasa Kantor ,2100000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.03.13 ,Belanja Dekorasi  Dokumentasi  Publikasi  Pembuatan Film ,2100000,Belanja Dekorasi  Dokumentasi  Publikasi  Pembuatan Film 2100000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,53225000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.06.01 ,Belanja Cetak ,2500000,Belanja Cetak 2500000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.06.02 ,Belanja Penggandaan ,50725000,Belanja Penggandaan 50725000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,22500000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,22500000,Belanja Sewa Ruang Rapat/Pertemuan 22500000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,18270000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.10.01 ,Belanja Sewa Meja Kursi ,3770000,Belanja Sewa Meja Kursi 3770000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.10.09 ,Belanja Sewa Perlengkapan/Peralatan ,14500000,Belanja Sewa Perlengkapan/Peralatan 14500000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.11 ,Belanja Makanan Dan Minuman ,100770000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,100770000,Belanja Makanan Dan Minuman Rapat 100770000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.15 ,Belanja Perjalanan Dinas ,135200000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,135200000,Belanja Perjalanan Dinas Luar Daerah 135200000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,346100000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli ,133500000,Belanja Jasa Tenaga Ahli 133500000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.31.02 ,Belanja Jasa Instruktur ,150800000,Belanja Jasa Instruktur 150800000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.31.03 ,Belanja Jasa Narasumber ,61800000,Belanja Jasa Narasumber 61800000,,,,,,,,
1.01.1.01.01.014.006.5.2.2.32 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,82500000,,,,,,,,,
1.01.1.01.01.014.006.5.2.2.32.02 ,Belanja Uang Untuk Diberikan Kepada Masyarakat ,82500000,Belanja Uang Untuk Diberikan Kepada Masyarakat 82500000 Lokasi Kegiatan Kecamatan Danurejan Lomba Sekolah Sehat LSS juara 1-3 41000000 Lomba Dokter Kecil (SD) juara 1-3 7000000 Lomba Kader Kesehatan Remaja (SMP) juara 1-3 7000000 Lomba Kader Kesehatan Remaja (SMA) juara 1-3 7000000 Lomba Kantin Sekolah Sehat juara 1-3 10250000 Lomba Sekolah Siaga Bencana 10250000,,,,,,,,
,JUMLAH PENDAPATAN ,843600000,,,,,,,,,
,JUMLAH BELANJA ,626000000000,,,,,,,,,
,SURPLUS/(DEFISIT) ,-625000000000,,,,,,,,,
