Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.22 . 1.22.01 . 17.08 . 5.2.2.13.01 ,Belanja Pakaian Kerja Lapangan ,10000000.00,10000000.00,0.00,0.00,"Belanja Pakaian kerja200 Potong x 50.000,00 = 10.000.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.15 ,Belanja Perjalanan Dinas ,3600000.00,0.00,-3600000.00,-100.00,
1.22 . 1.22.01 . 17.08 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3600000.00,0.00,-3600000.00,-100.00,"Belanja Perjalanan Dinas Dalam Daerah
Perjalanan dalam Daerah Gol III/IV"
1.22 . 1.22.01 . 17.08 . 5.2.2.20 ,Belanja Pemeliharaan ,2000000.00,1500000.00,-500000.00,-25.00,
1.22 . 1.22.01 . 17.08 . 5.2.2.20.18 ,Belanja pemeliharaan alat kantor ,2000000.00,1500000.00,-500000.00,-25.00,"Belanja Pemeliharaan alat kantor
Pemelihaaraan komputer1 Tahun x 1.500.000,00 = 1.500.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,9800000.00,9800000.00,0.00,0.00,
1.22 . 1.22.01 . 17.08 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,5000000.00,5000000.00,0.00,0.00,"Belanja Tenaga Ahli/Instruktur/Narasumber
Tenaga ahli/Narasumber Penyuluhan32 Ok x 150.000,00 = 4.800.000,00
Honor Narasumber Sosialisasi Interaktif2 pkt x 100.000,00 = 200.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,4800000.00,4800000.00,0.00,0.00,"Honor Peserta Penyuluhan320 ok x 15.000,00 = 4.800.000,00"
1.22 . 1.22.01 . 17.11 ,Musrenbang Tingkat Kecamatan ,25000000.00,25000000.00,0.00,0.00,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 17.11 . 5.2.1 ,Belanja Pegawai ,11000000.00,11000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.11 . 5.2.1.01 ,Honorarium PNS ,11000000.00,11000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.11 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,11000000.00,11000000.00,0.00,0.00,"Honor Tim Pembina
> Honor Tim Koordinasi Musrenbang Tk.Kec.1 LS x 11.000.000,00 = 11.000.000,00"
1.22 . 1.22.01 . 17.11 . 5.2.2 ,Belanja Barang dan Jasa ,14000000.00,14000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.11 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1020000.00,1020000.00,0.00,0.00,
1.22 . 1.22.01 . 17.11 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1020000.00,1020000.00,0.00,0.00,"Belanja Alat Tulis Kantor1 Pkt x 1.020.000,00 = 1.020.000,00"
1.22 . 1.22.01 . 17.11 . 5.2.2.03 ,Belanja Jasa Kantor ,700000.00,700000.00,0.00,0.00,
1.22 . 1.22.01 . 17.11 . 5.2.2.03.13 ,Belanja Dokumentasi ,200000.00,200000.00,0.00,0.00,"Belanja Dokomentasi1 Pkt x 200.000,00 = 200.000,00"
1.22 . 1.22.01 . 17.11 . 5.2.2.03.14 ,Belanja Dekorasi ,500000.00,500000.00,0.00,0.00,"Belanja Dekorasi1 Pkt x 500.000,00 = 500.000,00"
1.22 . 1.22.01 . 17.11 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,3500000.00,3500000.00,0.00,0.00,
1.22 . 1.22.01 . 17.11 . 5.2.2.06.01 ,Belanja Cetak ,1000000.00,1000000.00,0.00,0.00,"> Belanja  Cetak250 Lb x 4.000,00 = 1.000.000,00"
1.22 . 1.22.01 . 17.11 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,2500000.00,2500000.00,0.00,0.00,"> Belanja fotocopy kegiatan20,000 Lb x 125,00 = 2.500.000,00"
1.22 . 1.22.01 . 17.11 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,1500000.00,1500000.00,0.00,0.00,
1.22 . 1.22.01 . 17.11 . 5.2.2.10.05 ,Belanja Sewa Tenda/panggung/tikar/taman ,1500000.00,1500000.00,0.00,0.00,"Belanja Sewa Tenda dll1 paket x 1.500.000,00 = 1.500.000,00"
1.22 . 1.22.01 . 17.11 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,6000000.00,6000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.11 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1500000.00,1500000.00,0.00,0.00,"Belanja Makanan,  Minum Rapat100 ok x 15.000,00 = 1.500.000,00"
1.22 . 1.22.01 . 17.11 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,4500000.00,4500000.00,0.00,0.00,"Belanja Makan, Minum & Snack
Belanja Makan, Minum & Snec Pembukaan Musrenbang Tk.Kec250 ok x 18.000,00 = 4.500.000,00"
1.22 . 1.22.01 . 17.11 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1280000.00,1280000.00,0.00,0.00,
1.22 . 1.22.01 . 17.11 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1280000.00,1280000.00,0.00,0.00,"Belanja Perjalanan Dinas Dalam Daerah 
Golongan III- Belanja Perjalanan Dinas Dalam Daerah 
 > Golongan III32 ok x 40.000,00 = 1.280.000,00"
1.22 . 1.22.01 . 17.13 ,Kegiatan Bantul Ekspo dan Karnaval ,16000000.00,16000000.00,0.00,0.00,Sumber Dana : 
1.22 . 1.22.01 . 17.13 . 5.2.1 ,Belanja Pegawai ,1320000.00,1320000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.1.01 ,Honorarium PNS ,1080000.00,1080000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1080000.00,1080000.00,0.00,0.00,"Honorarium Panitia Pelaksana Kegiatan
Honor penjaga Bantul Ekspo27 oh x 40.000,00 = 1.080.000,00"
1.22 . 1.22.01 . 17.13 . 5.2.1.03 ,Uang Lembur ,240000.00,240000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.1.03.01 ,Uang Lembur PNS ,240000.00,240000.00,0.00,0.00,"Unag Lembur PNS
Honor lembur harian bantul ekspo12 oh x 10.000,00 = 120.000,00
honor lembur harian karnaval12 oh x 10.000,00 = 120.000,00"
1.22 . 1.22.01 . 17.13 . 5.2.2 ,Belanja Barang dan Jasa ,14680000.00,14680000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.2.02 ,Belanja Bahan/Material ,2000000.00,2000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.2.02.07 ,Belanja Cindera Mata ,2000000.00,2000000.00,0.00,0.00,"Belanja Cindera Mata
Belanja Hadiah1 ls x 2.000.000,00 = 2.000.000,00"
1.22 . 1.22.01 . 17.13 . 5.2.2.03 ,Belanja Jasa Kantor ,8300000.00,8300000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.2.03.13 ,Belanja Dokumentasi ,400000.00,400000.00,0.00,0.00,"Belanja Dokumentasi
Dokumentasi Bantul Ekspo1 ls x 400.000,00 = 400.000,00"
1.22 . 1.22.01 . 17.13 . 5.2.2.03.14 ,Belanja Dekorasi ,7900000.00,7900000.00,0.00,0.00,"Belanja Dekorasi
Dekorasi Bantul Ekspo1 pkt x 4.400.000,00 = 4.400.000,00
Dekorasi Bantul Carnaval1 pkt x 3.500.000,00 = 3.500.000,00"
1.22 . 1.22.01 . 17.13 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,470000.00,470000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,470000.00,470000.00,0.00,0.00,"Belanja penggandaan
penggandaan riflet3,760 lbr x 125,00 = 470.000,00"
1.22 . 1.22.01 . 17.13 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1200000.00,1200000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,1200000.00,1200000.00,0.00,0.00,"Belanja Sewa tempat
Sewa tempat Bantul Ekspo2 unit x 600.000,00 = 1.200.000,00"
1.22 . 1.22.01 . 17.13 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,1000000.00,1000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,1000000.00,1000000.00,0.00,0.00,"Belanja sewa sarana mobilitas darat
Sewa kendaraan Bantul Ekspo2 hr x 250.000,00 = 500.000,00
Sewa kendaraan Bantul Carnaval2 hr x 250.000,00 = 500.000,00"
1.22 . 1.22.01 . 17.13 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1350000.00,1350000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,300000.00,300000.00,0.00,0.00,"Belanja makan minum Rapat
Snack dan minum rakor Bantul Ekspo20 org x 7.500,00 = 150.000,00
Snack dan minum Bantul Carnaval20 org x 7.500,00 = 150.000,00"
1.22 . 1.22.01 . 17.13 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,1050000.00,1050000.00,0.00,0.00,"Belanja Makan dan minum lembur
makan mium Lembur penjaga bantul ekspo36 org x 17.500,00 = 630.000,00
makan dan minum lembur bantul ekspo12 oh x 17.500,00 = 210.000,00
makan dan minum lembur Bantul karnaval12 oh x 17.500,00 = 210.000,00"
1.22 . 1.22.01 . 17.13 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,360000.00,360000.00,0.00,0.00,
1.22 . 1.22.01 . 17.13 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,360000.00,360000.00,0.00,0.00,"Honorarium Non PNS
Honor Harian9 oh x 40.000,00 = 360.000,00"
1.22 . 1.22.01 . 17.16 ,Pengembangan Desa Siaga ,18000000.00,40000000.00,22000000.00,122.22,Sumber Dana : 
1.22 . 1.22.01 . 17.16 . 5.2.1 ,Belanja Pegawai ,2875000.00,12800000.00,9925000.00,345.22,
1.22 . 1.22.01 . 17.16 . 5.2.1.01 ,Honorarium PNS ,2875000.00,12800000.00,9925000.00,345.22,
1.22 . 1.22.01 . 17.16 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2875000.00,12800000.00,9925000.00,345.22,"Honorarium panitia pelaksana kegiatan
Honor panitiaHonor Tim pelaksana Desa Siaga1 bjj x 4.800.000,00 = 4.800.000,00
Honor tim lomba desa siaga aktif1 bjj x 8.000.000,00 = 8.000.000,00"
1.22 . 1.22.01 . 17.16 . 5.2.2 ,Belanja Barang dan Jasa ,15125000.00,27200000.00,12075000.00,79.83,
1.22 . 1.22.01 . 17.16 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1945000.00,980000.00,-965000.00,-49.61,
1.22 . 1.22.01 . 17.16 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1945000.00,980000.00,-965000.00,-49.61,"Belanja Alat Tulisalat tulis1 pkt x 980.000,00 = 980.000,00alat tulis peserta"
1.22 . 1.22.01 . 17.16 . 5.2.2.02 ,Belanja Bahan/Material ,0.00,21500000.00,21500000.00,0.00,
1.22 . 1.22.01 . 17.16 . 5.2.2.02.07 ,Belanja Cindera Mata ,0.00,21500000.00,21500000.00,0.00,"Belanja Cindera mata
Belanja Cinderamata Juara I1 desa x 6.000.000,00 = 6.000.000,00
Belanja Cinderamata Juara II1 desa x 5.000.000,00 = 5.000.000,00
Belanja Cinderamata Juara III1 desa x 4.000.000,00 = 4.000.000,00
Belanja Cinderamata Juara Harapan I1 desa x 3.000.000,00 = 3.000.000,00
Belanja Cinderamata Juara Harapan II1 desa x 2.000.000,00 = 2.000.000,00
Belanja Cinderamata Juara Harapan III1 desa x 1.500.000,00 = 1.500.000,00"
1.22 . 1.22.01 . 17.16 . 5.2.2.03 ,Belanja Jasa Kantor ,400000.00,520000.00,120000.00,30.00,
1.22 . 1.22.01 . 17.16 . 5.2.2.03.13 ,Belanja Dokumentasi ,0.00,120000.00,120000.00,0.00,"Belanja Dokumentasi1 kali x 120.000,00 = 120.000,00"
1.22 . 1.22.01 . 17.16 . 5.2.2.03.15 ,Belanja Publikasi ,400000.00,400000.00,0.00,0.00,"Belanja  publikasiSiaran radio1 kali x 400.000,00 = 400.000,00"
1.22 . 1.22.01 . 17.16 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1450000.00,600000.00,-850000.00,-58.62,
1.22 . 1.22.01 . 17.16 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1450000.00,600000.00,-850000.00,-58.62,"Belanja penggandaan
penggandaan materifotocopy kegiatan4,000 lbr x 150,00 = 600.000,00"
1.22 . 1.22.01 . 17.16 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,6880000.00,3500000.00,-3380000.00,-49.13,
1.22 . 1.22.01 . 17.16 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1125000.00,0.00,-1125000.00,-100.00,Belanja Makan minum Rapatsnack dan minum rakor
1.22 . 1.22.01 . 17.16 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,5755000.00,3500000.00,-2255000.00,-39.18,"Belanja makan minum kegiatan
Belanja makan minum snakBelanja makan minum snack penyelenggaraan monitoring desa siaga
Belanja makan minum tim juri lomba desa siaga aktif75 ok x 20.000,00 = 1.500.000,00
Belanja makan minum rakor desa siaga100 ok x 20.000,00 = 2.000.000,00"
1.22 . 1.22.01 . 17.16 . 5.2.2.15 ,Belanja Perjalanan Dinas ,900000.00,0.00,-900000.00,-100.00,
1.22 . 1.22.01 . 17.16 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,900000.00,0.00,-900000.00,-100.00,Belanja Perjalanan Dinas Dalam DaerahGol III
1.22 . 1.22.01 . 17.16 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,3550000.00,100000.00,-3450000.00,-97.18,
1.22 . 1.22.01 . 17.16 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,1150000.00,100000.00,-1050000.00,-91.30,"Honorarium Tenaga Ahli/ Instruktur/Narasumber
Honor sosialisasi desa siaga dan kelembagaanHonor Tolk show1 kali x 100.000,00 = 100.000,00"
1.22 . 1.22.01 . 17.16 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,2400000.00,0.00,-2400000.00,-100.00,Honorarium harianHonor peserta
1.22 . 1.22.01 . 19 ,Program Peningkatan Peran Perempuan Di Perdesaan,62500000.00,57060000.00,-5440000.00,-8.70,
1.22 . 1.22.01 . 19.02 ,Peningkatan Peranan Wanita menuju Keluarga Sehat Sejahtera (P2WKSS),62500000.00,57060000.00,-5440000.00,-8.70,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 19.02 . 5.2.1 ,Belanja Pegawai ,4270000.00,4270000.00,0.00,0.00,
1.22 . 1.22.01 . 19.02 . 5.2.1.01 ,Honorarium PNS ,4270000.00,4270000.00,0.00,0.00,
1.22 . 1.22.01 . 19.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4270000.00,4270000.00,0.00,0.00,"Honorarium Panitia Pelaksana Kegiatan
Honor Panitia6 ok x 70.000,00 = 420.000,00
Honor Penasehat1 ok x 200.000,00 = 200.000,00
Honor Ketua Umum1 ok x 150.000,00 = 150.000,00
Honor Ketua Pelaksana1 ok x 150.000,00 = 150.000,00
Honor anggota17 ok x 150.000,00 = 2.550.000,00
Honor pendataan awal Wabin P2W-KSS2 desa x 400.000,00 = 800.000,00"
1.22 . 1.22.01 . 19.02 . 5.2.2 ,Belanja Barang dan Jasa ,58230000.00,52790000.00,-5440000.00,-9.34,
1.22 . 1.22.01 . 19.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4445000.00,4445000.00,0.00,0.00,
1.22 . 1.22.01 . 19.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4445000.00,4445000.00,0.00,0.00,"Belanja Alat Tulis
Alat Tulis kantor1 pkt x 1.145.000,00 = 1.145.000,00
Alat Tulis Peserta220 ok x 15.000,00 = 3.300.000,00"
1.22 . 1.22.01 . 19.02 . 5.2.2.02 ,Belanja Bahan/Material ,17000000.00,17000000.00,0.00,0.00,
1.22 . 1.22.01 . 19.02 . 5.2.2.02.07 ,Belanja Cindera Mata ,17000000.00,17000000.00,0.00,0.00,"Belanja Cindera mata
Hadiah Juara I1 desa x 10.000.000,00 = 10.000.000,00
hadiah Juara II1 desa x 7.000.000,00 = 7.000.000,00"
1.22 . 1.22.01 . 19.02 . 5.2.2.03 ,Belanja Jasa Kantor ,120000.00,120000.00,0.00,0.00,
1.22 . 1.22.01 . 19.02 . 5.2.2.03.13 ,Belanja Dokumentasi ,120000.00,120000.00,0.00,0.00,"Belanja Dokumentasi
Dokumentasi1 pkt x 120.000,00 = 120.000,00"
1.22 . 1.22.01 . 19.02 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,2925000.00,2925000.00,0.00,0.00,
1.22 . 1.22.01 . 19.02 . 5.2.2.06.01 ,Belanja Cetak ,1100000.00,1100000.00,0.00,0.00,"Belanja CetakCetak220 bk x 5.000,00 = 1.100.000,00"
1.22 . 1.22.01 . 19.02 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1825000.00,1825000.00,0.00,0.00,"Belanja Penggandaan
Fotocopy kegiatan5,000 lbr x 125,00 = 625.000,00
penggandaan buku admin P2WKSS80 bk x 15.000,00 = 1.200.000,00"
1.22 . 1.22.01 . 19.02 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,1000000.00,1000000.00,0.00,0.00,
1.22 . 1.22.01 . 19.02 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,1000000.00,1000000.00,0.00,0.00,"Belanja sewa mobilitas Darat
sewa sarana mobilitas darat10 kali x 100.000,00 = 1.000.000,00"
1.22 . 1.22.01 . 19.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,19700000.00,19700000.00,0.00,0.00,
1.22 . 1.22.01 . 19.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,750000.00,750000.00,0.00,0.00,"Belanja makan minum Rapat
Belanja snack dan minum rapat100 ok x 7.500,00 = 750.000,00"
1.22 . 1.22.01 . 19.02 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,18950000.00,18950000.00,0.00,0.00,"Belanja Makan dan minum pelaksanaan Kegiatan
Makan minum snack pelatih peserta Wabin P2W-KSS260 ok x 20.000,00 = 5.200.000,00
Makan minum snack pembinaan pada desa binaan dan lanjutan350 ok x 15.000,00 = 5.250.000,00
Makan minum snack dalam penyelenggaraan supervisi tk.kabupaten2 desa x 2.000.000,00 = 4.000.000,00
Makan minum snack dalam penyelenggaraan P2W-KSS supervisi tk.Propinsi300 OK x 15.000,00 = 4.500.000,00"
1.22 . 1.22.01 . 19.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,5440000.00,0.00,-5440000.00,-100.00,
1.22 . 1.22.01 . 19.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,840000.00,0.00,-840000.00,-100.00,Belanja Perjalanan Dinas Dalam DaerahGol III
1.22 . 1.22.01 . 19.02 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,4600000.00,0.00,-4600000.00,-100.00,Belanja perjalanan dinas luar daerahtiket pesawatlungsum
1.22 . 1.22.01 . 19.02 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,7600000.00,7600000.00,0.00,0.00,
1.22 . 1.22.01 . 19.02 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,2100000.00,2100000.00,0.00,0.00,"Belanja Tenaga ahli/Instruktur /Narasumber
Honor pelatih wabin14 ok x 150.000,00 = 2.100.000,00"
1.22 . 1.22.01 . 19.02 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,5500000.00,5500000.00,0.00,0.00,"Honor Harian
Honor peserta pengenalan P2WKSS220 ok x 25.000,00 = 5.500.000,00"
1.11 . 1.22.01 . 20 ,Program Pemberdayaan Perempuan ,182964000.00,503814000.00,320850000.00,175.36,
1.11 . 1.22.01 . 20.16 ,Operasional PKK Kabupaten ,182964000.00,503814000.00,320850000.00,175.36,"Sumber Dana : 
Lokasi Kegiatan : kab. bantul"
1.11 . 1.22.01 . 20.16 . 5.2.1 ,Belanja Pegawai ,2400000.00,2400000.00,0.00,0.00,
1.11 . 1.22.01 . 20.16 . 5.2.1.01 ,Honorarium PNS ,2400000.00,2400000.00,0.00,0.00,
1.11 . 1.22.01 . 20.16 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2400000.00,2400000.00,0.00,0.00,"hr operasional kegiatan sekretariat PKK48 ok x 50.000,00 = 2.400.000,00"
1.11 . 1.22.01 . 20.16 . 5.2.2 ,Belanja Barang dan Jasa ,180564000.00,501414000.00,320850000.00,177.69,
1.11 . 1.22.01 . 20.16 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,7958500.00,7958500.00,0.00,0.00,
1.11 . 1.22.01 . 20.16 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,7958500.00,7958500.00,0.00,0.00,"Belanja ATKbelanja ATK HKG1 paket x 300.000,00 = 300.000,00
belanja ATK penyelenggaraan Rakon PKK1 paket x 200.000,00 = 200.000,00
belanja ATK pelantikan TP PKK Kecamatan1 paket x 70.000,00 = 70.000,00
belanja ATK monev 10 program pokok PKK1 paket x 200.000,00 = 200.000,00
belanja ATK sosialisasi penyuluhan hukum1 paket x 75.000,00 = 75.000,00
belanja ATK Rakor Pokja l1 paket x 100.000,00 = 100.000,00
belanja ATK peserta rakor Pokja I1 paket x 300.000,00 = 300.000,00
belanja ATK pelatihan ketrampilan lansia1 paket x 150.000,00 = 150.000,00
belanja ATK peserta pelatihan lansia1 paket x 180.000,00 = 180.000,00
belanja ATK pelatihan PAUD1 paket x 150.000,00 = 150.000,00
belanja ATK lomba membuat APE1 paket x 150.000,00 = 150.000,00
belanja ATK pelatihan membuat APE1 paket x 150.000,00 = 150.000,00
belanja bahan pelatihan APE1 paket x 500.000,00 = 500.000,00
belanja ATK lomba UP2K1 paket x 150.000,00 = 150.000,00
belanja ATK bahan pelatihan KMRT1 paket x 500.000,00 = 500.000,00
belanja ATK pelatihan KMRT1 paket x 150.000,00 = 150.000,00
belanja ATK rakor Pokja IV1 paket x 176.000,00 = 176.000,00
belanja ATK Sekretariat1 paket x 3.615.000,00 = 3.615.000,00
belanja data dinding1 paket x 500.000,00 = 500.000,00
ATK Monev HATINYA PKK1 ls x 100.000,00 = 100.000,00
Belanja ATK Rakor Pokja II1 paket x 112.500,00 = 112.500,00
Belanja ATK lomba masak ikan1 paket x 130.000,00 = 130.000,00"
1.11 . 1.22.01 . 20.16 . 5.2.2.02 ,Belanja Bahan/Material ,23400000.00,23400000.00,0.00,0.00,
1.11 . 1.22.01 . 20.16 . 5.2.2.02.02 ,Belanja Bahan/Bibit Tanaman ,2100000.00,2100000.00,0.00,0.00,"belanja bibit toga
belanja bibit tanaman toga1 paket x 400.000,00 = 400.000,00
Belanja bahan lomba masak ikanBelanja bahan lomba masak ikan 17 kecamatan17 ls x 100.000,00 = 1.700.000,00"
1.11 . 1.22.01 . 20.16 . 5.2.2.02.07 ,Belanja Cindera Mata ,21300000.00,21300000.00,0.00,0.00,"belanja cinderamata
belanja cinderamata monitoring 10 program Pokok tingkat Desa1 paket x 3.500.000,00 = 3.500.000,00
belanja cinderamata monev 10 program pokok PKK1 paket x 2.500.000,00 = 2.500.000,00
belanja cinderamata lomba membuat APE1 paket x 2.400.000,00 = 2.400.000,00
belanja cinderamata lomba UP2K1 paket x 2.400.000,00 = 2.400.000,00
belanja cinderamata monev Hatinya PKK1 paket x 2.500.000,00 = 2.500.000,00
belanja cinderamata lomba masak ikan1 paket x 2.500.000,00 = 2.500.000,00
belanja cinderamata penghargaan Posyandu1 paket x 5.500.000,00 = 5.500.000,00"
1.11 . 1.22.01 . 20.16 . 5.2.2.03 ,Belanja Jasa Kantor ,2650000.00,2650000.00,0.00,0.00,
1.11 . 1.22.01 . 20.16 . 5.2.2.03.13 ,Belanja Dokumentasi ,400000.00,400000.00,0.00,0.00,"belanja dokumentasi
belanja dokumentasi kegiatan HKG1 paket x 250.000,00 = 250.000,00
Belanja dokumentasi Rakor Pokja II1 paket x 150.000,00 = 150.000,00"
1.11 . 1.22.01 . 20.16 . 5.2.2.03.14 ,Belanja Dekorasi ,2250000.00,2250000.00,0.00,0.00,"belanja dekorasi
belanja dekorasi kegiatan puncak acara  HKG PKK1 paket x 1.500.000,00 = 1.500.000,00
belanja dekorasi pelatihan PAUD1 paket x 150.000,00 = 150.000,00
belanja dekorasi lomba APE1 paket x 150.000,00 = 150.000,00
belanja dekorasi pelatihan membuat APE1 paket x 150.000,00 = 150.000,00
belanja dekorasi pelatihan KMRT1 paket x 150.000,00 = 150.000,00
Belanja dekorasi Rakor Pokja II1 paket x 150.000,00 = 150.000,00"
1.11 . 1.22.01 . 20.16 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,9368500.00,9368500.00,0.00,0.00,
1.11 . 1.22.01 . 20.16 . 5.2.2.06.01 ,Belanja Cetak ,600000.00,600000.00,0.00,0.00,"belanja cetak
belanja cetak undangan HKG300 lbr x 2.000,00 = 600.000,00"
